以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/02(土) 05:16:09.02 ID:WvR+sTE80<> docomo規制で本人が書き込めないかも、なので↓がメインになるかも <br>  <br> 青春18きっぷで・・・避難所 <br> http://ex14.vip2ch.com/test/read.cgi/part4vip/1217572896/ <br>  <br> 旅人 <br> 　緑茶 ◆Q02KD99t4M <br> 　愛知県在住　微妙に老け顔の若造 <br> 　名古屋嬢はスイーツだと思ってる <br> 　相当無計画 <br>  <br> 7/26 名古屋→東海道本線→京都→山陰本線→鳥取（野宿） <br> 7/27 鳥取→鳥取砂丘→鳥取→山陰本線→米子→山陰本線→松江（ネットカフェ） <br> 7/28 松江→山陰本線→宍道→木次線→木次※1→木次線→宍道→山陰本線→出雲市→宍道湖温泉（野宿） <br> 7/29 宍道湖温泉→出雲大社※2→出雲市→山陰本線→宍道→木次線→出雲横田→木次→出雲横田→木次（駅寝） <br> 7/30 ピクニック（木次の旅館※3※4） <br> 7/31 木次→木次線→宍道→山陰本線→大田市→石見銀山→仁万→山陰本線→萩（旅館） <br> 8/01 萩→山陰本線→特牛→角島→滝部→山陰本線→下関→山陽本線→廿日市※5　←今ココ <br>  <br> ※1 木次のやさしいVIPPER（ID:OKoUBA.0）と遭遇 <br> 　カレーと温泉を頂く <br> ※2 出雲大社のやさしいおばちゃんと遭遇 <br> 　せんべいと夏目漱石1人を頂く <br> ※3 木次のやさしい一般人と遭遇 <br> 　夕飯をスーパーで頂いた挙句、旅館に拉致され、一泊 <br> ※4 木次のやさしいVIPPER（ID:okpbv2SO）が突撃 <br> 　虫除けスプレーを頂く <br> ※5 広島のやさしいVIPPER（ID:r2o7jo.0）が青い車で突撃 <br> 　本場のお好み焼きを頂く <>夏休みなので青春18切符で山陰に適当に旅に出る　2
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/02(土) 05:17:03.31 ID:WvR+sTE80<> [旅人：緑茶 ◆Q02KD99t4M]　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　（ <br> [★現在地]　　　　　　　　　　　　　　　　　　　　　　　　 　　　　　　　　　　　　　＿へ　　　　　　　　） <br> 　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　＿＿ーーー'　 　）　　　　　_　「 <br> 　　　　　　　　　　　　　　　　　　　　　＿ー-境港　＿＿＿＿＿ノ　┏━━┓　　 &lt;_／ゝ_～┘￣ <br> 　　　　　　　　　　　　　　　　　　　 ＜　　　　◎┓ﾉ ┏━━━━◎┛　　　┃　　　　　　　　　　┌-┐ <br> 　　　　　　　　　　　　　　　　出雲市┏━◎━┻━┛　　　　　 鳥取 　 　 ┃　　　　　 　　　 　　&gt;　)┏━━━┓ <br> 　　　　　　　　　　　　　　　　　／ ◎┫　松江 　 　 　 　 　 　 　 　 　 　 　 ┗━━━┓　 　　 r'"／ ┃　　　　 ◎ <br> 　　　　　　　　　　　　　 　　r-' ┏┛◎ﾇｸﾓﾘﾃｨ　　　　　　　　　 　 　 　　　　　　　　　┗┓　　［/　┏┛　　　名古屋 <br> 　　　　　　　　　　　　　　／ ┏┛出雲横田　　　　　　　　　 　　　　　　 　　　　　　　　　┗◎━━┛　　　　r''"/ <br> 　　　　　　　　　　　　　ノ ┏┛　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　京都　　　　　　　/'　 |　.n_ <br> 　　　　　　　　　　 ＿,ノ┏┛　　　 　　　　　　　　　　　　　　　＿､ー''￣"＼,,,_　　_,,n_　　　　　　　　 　　　［'　　 ＼|　＼ <br> 　　　　　　　　　／┏━┛　　　　　 　　　 　　　　　　 　　　 丿　　　　　　　　ﾉー’　　〉　　　　　　　　　　 |__　　　　∠ﾆ､ー'"" <br> 　　　　　　　 ／┏┛　　　 　 　 　　　　 　　　　　＿rーv-､ノ　　　　　　　 γ'/　　　 ﾉ　　　　　　　　　　　　 ヽ,__ <br> 　　滝部⌒ー┏┛　　廿日市､　　　　＿　rーuﾌ　　　　r--＜,　　　　　ノ" &lt;　　_／　　　　　　　　　　　　　　　　｝ <br> 　　（ ◎━━┛　　　　 ★ f　 ｦ _＿r'"　 V　　　　　　／　　　 ￣''ﾍ_,,_〈_　　_&gt; &lt;,　　　　　　　　　　　　　　＿､-,」 <br> 　　　l┗━┓　 　 　 　 ┃ i　　　　　　　n　　　　　　｜　　　　　　　　 ﾉ　￣　　　ﾌ　　　　　　　　　　 r-''" <br> 　　　レヽ, ┗━━━━┛ﾉ　　　　　┌'" ヽ_＿､､_,,／　　　　　　　　　＼　　　　 &gt;　　　　　　　　　　　| <br> ーー┐ └-'"￣￣￣￣Ｖ　　　　　 r`　　　　　　　　　　　　　　　　　　　 2　　　/　　　　　　　　　　r-'" <br> 　　　λ　　　　　　　　 　　　　　　　|　　　　　　　　　　　　　　　　　　　r-'"　　 ￣`-､_　　　　　　/ <br> 　　　　'l,　　　　 ,--､　　　　　　　 ノ　　　　　　　　　　　　　　　　　rー'　　　　　　　　〈　　　　　 l <br> 　　　　　￣`ー'~　　'l　　　　　┌'`　　　　　　　　　　＿,,-,_　　　 ／　　　　　　　　　　 ヽ,__　　／ <br> 　　　　　　　　　　　 |　　　　　[　　　　　　　　　＿／　　　 ヽ　 /　　　　　　　　　　　　　　 ￣'" <br> 　　　　　　　　 ┌-~　 　　　　└､　　　　　　 /　　　　　　　 ＼l <br> 　　　　　　　　 └ー^-')　　　　　〈　　　　　　 ﾉ <br> 　　　　　　　　　　　 ∠＿　　　　 {　　　　　,_,-' <br> 　　　　　　　　　　　　　 ノ　　　　　Ｌ＿　　｜ <br> 　　　　　　　　　　　　　　フ　　　　　 ∠,_　 [ <br> 　　　　　　　　　　　　　／　　　　　　　　 ￣" <br> 　　　　　　　　　　　　／ <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/02(土) 05:18:11.19 ID:WvR+sTE80<> 緑茶は基本ノープランな奴で今後どうするか悩み中。 <br>  <br> ってことで今後のルートをある程度作ってやろうと思うんだけど眠くて頭が回らんｗｗ <br> とりあえず今日は昼前までに起きて宮島行っておいで、とは言ったんだけど。 <br> なんか大雑把なので十分なので適当にプラン考えてやってくれ。 <br>  <br> 条件としては <br> ●盆前までに残りの切符4枚で愛知県まで帰れることが前提。 <br> ●ちょっとルートをそれてフェリーに乗ったり電車での少々の出費はおｋ <br> ●ネットカフェ、若しくは安宿、サウナ、カプセルホテルの類に宿泊、最悪野宿。 <br> ●田舎暮らし板常駐の田舎ラブな奴 <br> 　ていうか田舎のスレてない女子高生を視姦するのが好きらしい <br>  <br> 四国に渡って四万十川あたりをメインに名物を軽く食べつつぐるっと一周 <br> 熊野古道のあたりを散策、紀伊半島を回りながら帰る <br> 大三島の大山祇神社（←なんか知らんけど、ここは結構見たいらしい） <br> 島根の女子中学生と射精（6日） <br>  <br> とりあえずこの辺は緑茶が自分で言ってたけど、 <br> 絶対ここに行きたい！って程の目的は無いみたい。 <br>  <br> 個人的には島根にもう一度行って欲しいと思うけど6日を狙って行くのは難しいかねぇ。 <br> 芸備線とか伯備線とか使って中国山地を適当に超えて行けば楽しめるかな、とか思うけど <br> 。 <br> 島根が本気で気に入ったらしいので <br> 島根や近隣の電車メインでいける観光地情報があると喜ぶかも。 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/02(土) 05:22:02.01 ID:WvR+sTE80<> 立てたはいいが速攻落ちそうだなｗ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/02(土) 05:24:03.53 ID:iBX0RBnOO<> 緑茶まだ旅してたのか。 <br> コナンの里スルーしたから野たれ死ねばいいと思うよ。 <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/02(土) 05:27:55.35 ID:QZktaiulO<> おはよう緑茶。昨晩はお楽しみでしたね <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/02(土) 05:29:38.20 ID:kH1Mg7IQ0<> ほうほう！ここですか\\\ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/02(土) 05:31:35.63 ID:iBX0RBnOO<> 6日に島根で何があるんだ？ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/02(土) 05:35:30.42 ID:kH1Mg7IQ0<> 紀伊半島はバス移動かヒッチハイクしかないよ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/02(土) 05:37:05.03 ID:kH1Mg7IQ0<> 紀勢本線があるんだな！初めて知った！ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/02(土) 05:59:32.74 ID:kH1Mg7IQ0<> とりあえず保守 <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2008/08/02(土) 06:53:18.63 ID:E7VCHlfR0<> これは保守すればいいのか・・・ <>
以下、名無しにかわりましてVIPがお送りします<><>2008/08/02(土) 07:35:50.07 ID:QZktaiulO<> 緑茶の寝顔うpﾏﾀﾞｰ？ <>
ｼｺ太郎 </b>◆TINPOSVkh6 <b><><>2008/08/02(土) 07:38:40.90 ID:gVWWIYmiO BE:1616939069-2BP(336)<>  ﾝｷﾞﾓﾁﾞｲｨｨｨｲｲｲｲｲ  <br> 　＜⌒／丶-、＿＿  <br> ／＜_/＿＿＿＿／  <br> ￣￣￣￣￣￣￣ <br>  <>
緑茶 </b>◆Q02KD99t4M <b><>sage<>2008/08/02(土) 08:38:19.67 ID:WvR+sTE80<> やっぱPCは楽だｗ <br> 早く規制解除にならんかな <>
緑茶 </b>◆Q02KD99t4M <b><><>2008/08/02(土) 09:01:03.84 ID:WvR+sTE80<> 今日は神戸まで進みたいと思います。 <br>  <>
