以下、名無しにかわりましてVIPがお送りします。<><>2008/04/08(火) 00:05:01.02 ID:OhEDeg6v0<> やあ、「また旅スレ」なんだ。すまない  <br>  <br> 日程  <br> 4/8　早朝関西→19:30頃新潟  <br> 4/9　朝新潟→(富山)→深夜関西  <br> 場合によっては4/10帰阪 <br>  <br> 18切符スレ・祭りのあと(避難所)  <br> http://jbbs.livedoor.jp/music/20953/  <br> まったり付き合ってくれれば嬉しい <>傷心ﾋﾟｻﾞが新潟へ行くようです
以下、名無しにかわりましてVIPがお送りします。<><>2008/04/08(火) 00:06:01.73 ID:ya6q94d00<> 焼身ピザがホクホクで美味いだって？ <>
以下、名無しにかわりましてVIPがお送りします。<><>2008/04/08(火) 00:07:48.90 ID:OhEDeg6v0<> ちなみに宿は決まっていない <br>  <br> <a href="../test/read.cgi/news4vip/1207580701/2" target="_blank">&gt;&gt;2</a> <br> 残念ながら焼いてもうまくねーぞwwwww <>
以下、名無しにかわりましてVIPがお送りします。<><>2008/04/08(火) 00:08:26.64 ID:Lg6H0o4pO<> 長岡来れば酒奢るぜ <>
以下、名無しにかわりましてVIPがお送りします。<><>2008/04/08(火) 00:09:53.77 ID:OhEDeg6v0<> <a href="../test/read.cgi/news4vip/1207580701/4" target="_blank">&gt;&gt;4</a> <br> 長岡？新潟より手前のところか？ <>
以下、名無しにかわりましてVIPがお送りします。<><>2008/04/08(火) 00:10:39.85 ID:OhEDeg6v0<> 簡単にスペック  <br>  <br> 自分　22学生ﾆｰﾄ 大好きだった人に振られる。付き合った当初に比べて太ったと交際中に指摘されていた  <br> 相手　22医療系社会人 いい人  <>
以下、名無しにかわりましてVIPがお送りします。<><>2008/04/08(火) 00:14:32.47 ID:Lg6H0o4pO<> <a href="../test/read.cgi/news4vip/1207580701/5" target="_blank">&gt;&gt;5</a> <br> まあそうだね <br> 簡単にいうと東京方面→小千谷→長岡→新潟→東北方面 <br>  <br> つか何でまた新潟なんだよwww <>
以下、名無しにかわりましてVIPがお送りします。<><>2008/04/08(火) 00:18:57.03 ID:MkOyQ+dtO<> <a href="../test/read.cgi/news4vip/1207580701/7" target="_blank">&gt;&gt;7</a> <br> ありがとう <br> またとはそんなに旅人が来るのかｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします。<><>2008/04/08(火) 00:23:34.43 ID:wouwjOe9O<> 高田にくればおいしいお店教えるよ <>
以下、名無しにかわりましてVIPがお送りします。<><>2008/04/08(火) 00:23:39.09 ID:MkOyQ+dtO<> <a href="../test/read.cgi/news4vip/1207580701/7" target="_blank">&gt;&gt;7</a> <br> 新潟は普通に楽しそうなんだが <>
以下、名無しにかわりましてVIPがお送りします。<>sage<>2008/04/08(火) 00:24:50.95 ID:KbqlTxBVO<> 金沢よるなら飯奢る <>
以下、名無しにかわりましてVIPがお送りします。<><>2008/04/08(火) 00:27:20.85 ID:MkOyQ+dtO<> <a href="../test/read.cgi/news4vip/1207580701/11" target="_blank">&gt;&gt;11</a> <br> ありがとう <br> 関西から10時間ほどかかりそうだが寄れるか検索してみるよ <>
