以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/04/03(木) 17:54:27.49 ID:Yhul6xwo<>新幹線禁止<br>飛行機禁止<br>怖い話禁止<br><br>いけるとこまで行ってくる<br><br>とりあえずスペック<br>旅人：ﾌｰﾃﾝのﾃﾞﾌﾞ ◆yumgLgVQw2<br>19才 男<br>3月からニートしてます<br>それ以前は卒業後就職してました<>ニートだから千葉から沖縄にいくわ【避難所】
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/04/03(木) 17:55:14.47 ID:Yhul6xwo<>避難所です。<br><br>現行スレ<br>http://yutori.2ch.net/test/read.cgi/news4vip/1207212203/<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/04/03(木) 18:03:46.32 ID:5bBMOfg0<>乙&gt;&gt;1<br>ここは本部がダメになったら使いましょう。<br>本部はエラー表示になっていても書き込めていることが多々あるので、連投しないように気をつけましょう。<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/04/03(木) 18:08:52.40 ID:6pZWdcDO<>&gt;&gt;1乙<br><>
</b> ◆3zNBOPkseQ<b><><>2008/04/03(木) 18:10:02.90 ID:j1h8GADO<>&gt;&gt;1乙<br>ブックマーク完了です<>
ﾌｰﾃﾝのﾃﾞﾌﾞ</b> ◆yumgLgVQw2<b><><>2008/04/03(木) 18:11:08.03 ID:j1h8GADO<>↑はてすと<br>これが本酉<>
ﾌｰﾃﾝのﾃﾞﾌﾞ</b> ◆yumgLgVQw2<b><><>2008/04/04(金) 13:51:19.36 ID:trmqgoDO<>スレに書き込めない…<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/04/04(金) 14:09:43.27 ID:zgli3fQo<>あれ…誘導したのにだれも来ないな<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/04/04(金) 14:11:13.70 ID:HEQMf0.0<>&gt;&gt;7<br>何があった？<>
ﾌｰﾃﾝのﾃﾞﾌﾞ</b> ◆yumgLgVQw2<b><><>2008/04/04(金) 14:13:06.05 ID:trmqgoDO<>調整中が出て書き込めないです<br>閲覧は何とか行けます<br>携帯だけかな？<br><br>今はとりあえず立命館大行き乗って金閣寺目指してます<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/04/04(金) 14:19:16.40 ID:ssstvUs0<>そうか<br>旅は順調でよかった<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/04/07(月) 05:53:50.85 ID:5H/l13Q0<>みんなｽﾏｿ、４スレはスレストかけられたorz<br><br>次スレはこちら <br><br>ニートだから千葉から沖縄にいくわ【シーサー】 <br><br>http://yutori.2ch.net/test/read.cgi/news4vip/1207510152/ <br><br>過去スレdat倉庫リンク <br><br>http://tabi.shiroro.com/08/futen/ <br><>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/04/07(月) 09:43:45.41 ID:rU7AqH.o<>&gt;&gt;12<br>Thx! 無事本スレに行けたYO!<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/04/12(土) 09:21:10.22 ID:6MLAs2DO<>ﾌﾞｸﾏ完了！<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/04/12(土) 09:24:15.64 ID:2YaB42DO<>こっちかー<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/04/12(土) 09:48:59.60 ID:/eHUt9co<>誘導されて来ました<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/04/12(土) 10:02:54.45 ID:tLUnXUSO<>誘導されてきた<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/04/13(日) 12:47:49.06 ID:CCfkPSEo<>２ｃｈ落ちたな<br><>
ﾌｰﾃﾝのﾃﾞﾌﾞ</b> ◆yumgLgVQw2<b><>sage<>2008/04/13(日) 12:48:23.92 ID:daefjIDO<>http://imepita.jp/20080413/457020<br>http://imepita.jp/20080413/456140<br>ついたー<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/04/13(日) 12:48:54.65 ID:/sPXSR6o<>そんなときのための避難所ですよｗｗ<br>ﾌｰﾃﾝこっちに気付いてくれるといいがｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/04/13(日) 12:49:17.64 ID:/sPXSR6o<>あー、来てたｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/04/13(日) 12:49:34.60 ID:CCfkPSEo<>&gt;&gt;19<br>ちゅらうみかｗｗｗｗｗｗ<br>ジンベイ鮫のでかさは異常<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/04/13(日) 12:57:20.29 ID:/sPXSR6o<>vip復帰した模様<>
ﾌｰﾃﾝのﾃﾞﾌﾞ</b> ◆yumgLgVQw2<b><>sage<>2008/04/13(日) 12:57:42.17 ID:daefjIDO<>http://imepita.jp/20080413/464600<br>http://imepita.jp/20080413/464890<br>http://imepita.jp/20080413/465200<br><br>すごく…きれいです…<>
ﾌｰﾃﾝのﾃﾞﾌﾞ</b> ◆yumgLgVQw2<b><>sage<>2008/04/13(日) 13:14:25.40 ID:daefjIDO<>http://imepita.jp/20080413/475740<br>わかるかな？<br>食えるんでしょ？<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/04/13(日) 13:15:27.05 ID:CCfkPSEo<>&gt;&gt;25<br>アロエ？<>
ﾌｰﾃﾝのﾃﾞﾌﾞ</b> ◆yumgLgVQw2<b><>sage<>2008/04/13(日) 13:29:51.36 ID:daefjIDO<>http://imepita.jp/20080413/484680<br>さめ…<br>セガールなら<>
ﾌｰﾃﾝのﾃﾞﾌﾞ</b> ◆yumgLgVQw2<b><><>2008/04/13(日) 13:31:13.01 ID:daefjIDO<>&gt;&gt;26<br>ヤシガニです<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/04/13(日) 13:31:39.44 ID:CCfkPSEo<>&gt;&gt;28<br>そっちかｗｗｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/04/13(日) 13:42:40.78 ID:IyXlIQYo<>今追いついたで<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/04/13(日) 13:47:57.10 ID:KsZGTpo0<>批判する奴らうぜーな。<br>ここでマッタリいこーぜ<>
!kab-<>sage<>2008/04/13(日) 13:52:20.75 ID:B09zma2o<>こっちか．忙しくて中々見れない間に鯖は落ちるし・・・<br><>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/04/13(日) 13:52:57.27 ID:B09zma2o<>あれ？間違えたｗｗスマソ<>
ﾌｰﾃﾝのﾃﾞﾌﾞ</b> ◆yumgLgVQw2<b><><>2008/04/13(日) 14:04:43.98 ID:daefjIDO<>http://imepita.jp/20080413/505970<br>海牛<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/04/13(日) 14:09:37.37 ID:/sPXSR6o<>&gt;&gt;34<br>ウミウシの方かと思ったｗｗ<br>まぎらわしいよねｗｗ<>
ﾌｰﾃﾝのﾃﾞﾌﾞ</b> ◆yumgLgVQw2<b><><>2008/04/13(日) 14:11:48.95 ID:daefjIDO<>http://imepita.jp/20080413/508670<br>http://imepita.jp/20080413/509740<br>きれいさー<>
ﾌｰﾃﾝのﾃﾞﾌﾞ</b> ◆yumgLgVQw2<b><><>2008/04/13(日) 14:15:55.94 ID:daefjIDO<>時間の都合上見学終了<br>良かったよー<br>周りはファミリーとカポーだらけだけどwwwww<>
石仮面</b> ◆.J.O.J.O.U<b><><>2008/04/13(日) 14:18:41.61 ID:CCfkPSEo<>本スレ落ちたね<br><br><br>&gt;&gt;1000ならフーは沖縄でサトウキビ農家の跡取りになる<br>&gt;&gt;1000とりたかったのに…<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/04/13(日) 14:33:23.16 ID:yPwvL9A0<>こうりしまかな<br>レンタカーなら車で寝れるし今日は大丈夫だろうな<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/04/13(日) 14:59:59.14 ID:nLJ5xwDO<>&gt;&gt;36<br>曇りなのが悔やまれるなー<br>遠くに見えるのは修学旅行でおなじみの伊江島<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/04/13(日) 15:03:31.42 ID:IyXlIQYo<>ﾌｰは八重山に行く気はないのか?<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/04/13(日) 15:29:46.37 ID:1tL5oUU0<>まったーりまったーりまったりなあー急がずあせらず～まいろうか～<br><br>こうり島行くのかい？<>
ﾌｰﾃﾝのﾃﾞﾌﾞ</b> ◆yumgLgVQw2<b><><>2008/04/13(日) 15:47:17.95 ID:daefjIDO<>&gt;&gt;39<br>レンタカーじゃないす<br>&gt;&gt;40<br>了解<br>曇りでも暑いwwwww<br>&gt;&gt;41<br>たぶん行かないです<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/04/13(日) 15:53:10.16 ID:fAByTsDO<>海キレー！<br>今日の宿は取れた？<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/04/13(日) 15:57:37.81 ID:yPwvL9A0<>バスか？まああれだ北部も安い宿あるよ多分<>
ﾌｰﾃﾝのﾃﾞﾌﾞ</b> ◆yumgLgVQw2<b><><>2008/04/13(日) 16:25:15.13 ID:daefjIDO<>&gt;&gt;44<br>これから探します<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/04/13(日) 16:31:56.94 ID:lr.AeGU0<>&gt;&gt;46<br>どのあたりで宿泊したいか言ってもらえれば<br>ネットカフェ検索するぜ<>
アカマタ</b> ◆ekp/wuSzOo<b><><>2008/04/13(日) 16:53:08.91 ID:8EAlQeMo<>ちゅら海行ったか<br>魚美味そうだったやろｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/04/13(日) 16:53:08.35 ID:hlyoeiwo<>ネットカフェかよ・・・<br><>
以下、VIPにかわりましてパー速民がお送りします<><>2008/04/13(日) 16:54:24.41 ID:lr.AeGU0<>とりあえず那覇だと<br>自遊空間　国際通り店が安い<br>沖縄県那覇市牧志2-6-2 PIER88 2F<br>9時間ナイトパック　1.500円<br>場所もモノレールの牧志駅が近くて牧志公園のすぐ近くなのでわかりやすい<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/04/13(日) 17:13:07.41 ID:1EiqjVA0<>健太！元気そうだな！千葉に帰れよ！<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/04/13(日) 17:13:57.56 ID:76Be1.DO<>まさかそこまで行ったのにまた那覇まで戻る訳ないよな？<>
ﾌｰﾃﾝのﾃﾞﾌﾞ</b> ◆yumgLgVQw2<b><><>2008/04/13(日) 17:15:19.42 ID:daefjIDO<>取り敢えず国際通りに看板出てた素泊まり1500円の宿にします<>
ﾌｰﾃﾝのﾃﾞﾌﾞ</b> ◆yumgLgVQw2<b><><>2008/04/13(日) 17:17:24.26 ID:daefjIDO<>&gt;&gt;52<br>宿の心配があったんで戻りました<>
石仮面</b> ◆.J.O.J.O.U<b><><>2008/04/13(日) 17:59:39.86 ID:CCfkPSEo<>&gt;&gt;53<br>那覇戻ってきたのか<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/04/13(日) 17:59:52.50 ID:CCfkPSEo<>っとコテとり忘れ<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/04/13(日) 19:20:20.84 ID:kBkMU.DO<>もう宿に入ったかな？飯はちゃんと食えよ？<>
