以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/15(土) 02:15:50.74 ID:bGa28Ig0<>【Part 1】<br><br>東京から福岡までチャリでラーメン食べに行きたい<br>http://takeshima.2ch.net/test/read.cgi/news4vip/1248908675/<br><br><br>【Part 2】<br><br>【東京】ハリーのチャリで食い倒れ旅【福岡】<br>http://ex14.vip2ch.com/part4vip/kako/1249/12490/1249044575.html<br><br><br>【Part 3】<br><br>【東京】ハリーのチャリで食い倒れ旅2　関西編　【福岡】<br>http://ex14.vip2ch.com/part4vip/kako/1249/12493/1249372567.html<br><br><br>【前スレ】<br>http://ex14.vip2ch.com/test/read.cgi/part4vip/1249714703<br><br><br>※福岡出発は8/19<br>　それまではマターリいくよ<>【福岡】ハリーとツレのチャリで珍道中の旅・九州/山陰編【東京】
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/15(土) 02:42:08.78 ID:SEgTpkDO<>&gt;&gt;1モツ<br><>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/15(土) 02:43:55.60 ID:SEgTpkDO<>前スレスレタイ補足<br><br>【東京】ハリーのチャリで食い倒れ旅３ 山陽編【福岡】<br>http://ex14.vip2ch.com/test/read.cgi/part4vip/1249714703/<>
以下、VIPにかわりましてパー速民がお送りします<><>2009/08/15(土) 11:27:23.56 ID:OcuL9gAO<>山陰て宣言したっけ？<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/15(土) 14:08:00.57 ID:3gCIGNUo<><br>復路は山陰→京都縦断(大阪で喫茶Ｙとチャリ屋に挨拶)→名古屋で充電器返却(申し訳ありません…)→東京へ<br>というような予想ルートとなってます<br><br>【東京】ハリーのチャリで食い倒れ旅３ 山陽編【福岡】<br>http://ex14.vip2ch.com/test/read.cgi/part4vip/1249714703/907<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/16(日) 21:03:21.35 ID:138hmvso<>新スレ乙<>
ハリー</b> ◆isgmyqRsI6<b><><>2009/08/16(日) 21:09:25.17 ID:ki3pcEDO<>久留米は明日っぽい…！<br>やった！！<br><br>大砲と大龍行きたいなー<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/16(日) 22:14:20.65 ID:dkpkq0.P<>&gt;&gt;1乙<br>ハリーも乙<br><br>前スレ1000行ってたんでHTML化依頼してきました<br>http://ex14.vip2ch.com/test/read.cgi/part4vip/1246374465/164<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/16(日) 22:40:09.71 ID:JNNU1Cw0<>&gt;&gt;8 乙でした<>
ハリー</b> ◆isgmyqRsI6<b><><>2009/08/17(月) 00:24:31.27 ID:cgKJpcDO<>アニソンＳＰきたー！！<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2009/08/17(月) 00:31:20.24 ID:zD8p002o<>ハリーや、豚足は食べに行けそうかい？じいちゃんはそれだけが心残りだ・・・<br><br>つか、一口餃子がうめーんだよな。小さめの鉄鍋で焼きましたぜ、親分！<br>って感じのこじんまりしたのを出してくれる店が多くてな。いいとこだよ、九州。<>
