以下、VIPにかわりましてパー速民がお送りします<><>2008/08/05(火) 02:10:15.79 ID:1eBaOWoo<>旅人　ガリガリくん ◆06LFsA6jqc<br>出発　2008/07/29(火)　15:24　東京の端から出発<br><br>スペック<br>１９歳　大学生<br>東京在住　ガリ<br><br>愛車　<br>スーパーで買った正真正銘の安物<br>http://imepita.jp/20080730/418150<br><br>予定<br>東京→愛知→(高速バス)→白川郷→愛知→琵琶湖 通って京都のつもり<br><br>充実した夏休みってのを一回過ごしてみたいぜｗｗｗｗｗｗ<br>交通手段は基本チャリ<br>ただ、コミケやその他諸々の予定の為に旅行日数に制限が<br>無い訳じゃないからバスとか使ってしまうｗｗｗｗ<br>二週間ぐらいで出来れば帰りたいｗｗｗｗｗｗｗｗ<br><br>避難スレ<br>PC<br>http://tabi.shiroro.com/bbs/test/read.cgi/tabi/1217572461/<br>携帯<br>http://tabi.shiroro.com/bbs/test/mread.cgi/tabi/1217572461/l20<br>旅スレ倉庫<br>http://tabi.shiroro.com/<>今から自転車で京都とか白川郷とか目指して旅してみる【白川郷】
以下、VIPにかわりましてパー速民がお送りします<><>2008/08/05(火) 02:17:26.82 ID:eJJp1eM0<>乙！<>
ガリガリくん<><>2008/08/05(火) 20:36:57.72 ID:c302q.DO<>スレ落ちてるな<br>自分でスレ立てちゃってもいいものなのだろうか<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/08/05(火) 21:39:54.74 ID:v9OE4cEo<>だれもこねえなここｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/08/05(火) 22:29:06.64 ID:yyEpJgoo<>居るけどねｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/08/05(火) 22:43:46.43 ID:T9DBBIoo<>建てたいけどアボバーが入ってくれないとすぐに落ちるからな<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/08/05(火) 23:24:21.73 ID:afUDqKwo<>アボバじゃないけど保守するよ<br><br>ガリガリくん応援してたんだぜｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/08/06(水) 00:09:02.82 ID:fME0ahUo<>ガリガリくん京都で待ってるんだぜｗｗ<br>迎えにいけるかはわからないけど、スレで色々案内してやんよｗｗ<>
ガリガリくん<><>2008/08/06(水) 00:20:27.12 ID:H0uM0kDO<>こっちにも人いたのか、良かった<br>運の悪いことに今日泊まったネカフェ(昨日と同じ名古屋駅のすぐ近く)<br>が公開プロキシで書き込めないから、<br>PCで書いた文章を携帯に送るとかで何とかするわ<br><br>じゃあスレ立ててみる<>
ガリガリくん<><>2008/08/06(水) 00:25:51.79 ID:H0uM0kDO<>あ、スレ立てても自動保守がなきゃやっぱ駄目か<br><br>今日は早起きしたから死ぬほど眠い…<br>うpはどうしたもんかなあ<br>明日はひつまぶし食べてから出発する<br>琵琶湖を経由するかどうかは地図を見て良く考えないとな<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/08/06(水) 00:49:13.69 ID:BrNV7l6o<>ガリガリくんｷﾀ*･゜ﾟ･*:.｡..｡.:*･゜(ﾟ∀ﾟ)ﾟ･*:.｡. .｡.:*･゜ﾟ･*!!!!<br><br><br>保守するぜｗｗｗｗｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/08/06(水) 02:47:31.39 ID:RccOnpko<>保守してくれる人いる？<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/08/06(水) 03:12:47.62 ID:.3XryUDO<>やっと居場所みつけたぜ<br><br>ドコモだから、ずっとROMてたから、書き込めてうれしいｗｗｗｗｗｗ<br><br>保守って、VIPにスレたってるのか？<br>みあたらんのだが…<br><>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/08/06(水) 05:51:11.88 ID:RccOnpko<>今から自転車で京都とか白川郷目指して旅してみる【名古屋】<br>http://yutori.2ch.net/test/read.cgi/news4vip/1217969427/<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/08/06(水) 11:52:11.31 ID:j5b06Tk0<>頑張って保守してもシレっとしてるし萎えてきますた<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/08/06(水) 22:28:42.27 ID:4MpPPNMP<>また落ちたか<br>しかし2時に閉店はつらいな<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/08/07(木) 00:32:06.30 ID:DPnVwvAo<>連続でたてたので俺はもう立てられないよ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/08/07(木) 08:22:59.64 ID:DPnVwvAo<>今どこー<>
ガリガリくん<><>2008/08/07(木) 11:09:01.54 ID:uqzhicDO<>白川郷行ってから人が減ってる気がするな<br><br>保守には感謝してますまじで<br>自分も落ちないように多く書けるようにしていきます<br><br>スレ立ては、誰がやらんでも、俺がやればいいだけのこと<>
ガリガリくん<><>2008/08/07(木) 11:19:36.73 ID:uqzhicDO<>こんな時に限ってしばらく立てられませんか…<>
ガリガリくん<><>2008/08/07(木) 11:33:19.04 ID:uqzhicDO<>場所なんだけど、風呂を探してたら何故か南濃町の山の中に…　　　　　　　　詳しくは本スレで説明したい<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/08/07(木) 11:34:04.78 ID:HnHYPh2o<>おーいたいた<br>必要に応じてスレは立ててくれ、要請あればこちらでもやってみるよ<br>立てたらこちらで案内してくれればみんな集まるよ<>
ガリガリくん<><>2008/08/07(木) 12:02:26.05 ID:uqzhicDO<>携帯でのアドレスだが<br><br>今から京都とか白川郷とか目指して旅してみる<br>http://c.2ch.net/test/-/news4vip/1218077830/i<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/08/07(木) 12:05:25.98 ID:OlPfvDYo<>んじゃパソ用も貼っておくか<br>今から京都とか白川郷目指して旅してみる【岐阜】<br>http://yutori.2ch.net/test/read.cgi/news4vip/1218077830/<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/08/07(木) 12:54:00.18 ID:NoiboIDO<>ドコモ規制で書き込めんが、応援してるんだぜ<br>さ、ROMろっと<br><>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/08/10(日) 12:54:08.95 ID:fa8VQCoo<>お？アブラゼミだ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2008/08/10(日) 15:59:14.19 ID:IZ1nZawP<>ほしゅ<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/08/10(日) 23:27:38.50 ID:b2Xc6eM0<>出掛けてる間に本スレ落ちちゃった(´･ω･｀)<>
ガリガリくん<><>2008/08/10(日) 23:41:37.66 ID:j5IZpcDO<>まwたw落ちたwww<br>実況したかったけど夜中だからした後にまたすぐ落ちるんだろうなwwwww<br>スレ立てるのは朝かなあ<>
ガリガリくん<><>2008/08/10(日) 23:44:12.15 ID:j5IZpcDO<>とりあえず行ってくるぜ<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/08/10(日) 23:45:55.66 ID:d9FZ.hwo<>&gt;&gt;30<br>いってら～<br>ここで実況してくれよｗｗ<>
ガリガリくん<><>2008/08/10(日) 23:53:57.38 ID:j5IZpcDO<>とりあえず水とライトを購入<br>大社までは結構近い<>
ガリガリくん<><>2008/08/11(月) 00:10:40.66 ID:t6A9noDO<>http://imepita.jp/20080811/005650<br>こええぇwwwww<>
ガリガリくん<><>2008/08/11(月) 00:15:32.79 ID:t6A9noDO<>http://imepita.jp/20080811/008670<br>セミの鳴き声に恐怖<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/08/11(月) 00:19:57.25 ID:kHg4FPgo<>ｗｗｋｔｋ<br>ちゃんと灯りついてるんだなｗｗ<br>この様子じゃ、千本鳥居のとこも燈ってるかな<>
ガリガリくん<><>2008/08/11(月) 00:26:20.28 ID:t6A9noDO<>http://imepita.jp/20080811/014570<br><br>とりあえず藍様に無事終わるよう祈願<>
ガリガリくん<><>2008/08/11(月) 00:35:40.18 ID:t6A9noDO<>http://imepita.jp/20080811/020510<br>工事中らしい<br><br>電灯に大量のセミが飛び回っててきめぇwww<>
ガリガリくん<><>2008/08/11(月) 00:42:29.77 ID:t6A9noDO<>http://imepita.jp/20080811/023950<br>ついに来たか<br>前後にずっと鳥居しか無いって異世界にワープしたような感じだわwwww<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/08/11(月) 00:46:27.66 ID:kHg4FPgo<>&gt;&gt;38<br>気をつけないとループから出られなくなるよｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/08/11(月) 00:47:59.59 ID:snGAvi2o<>&gt;&gt;39<br>イヌミミのやんちゃっ子が出てきてバトる訳ですね。<br>脱出の鍵は読心術のできる本だ。<>
ガリガリくん<><>2008/08/11(月) 00:53:20.72 ID:t6A9noDO<>&gt;&gt;40<br>ネタが分かるような分からないような<>
以下、VIPにかわりましてパー速民がお送りします<><>2008/08/11(月) 00:55:35.36 ID:snGAvi2o<>残念ながら東方ネタじゃないぜｗｗ<br><br>ヒントいち：焼き鳥<br>ヒントに：能登かわいいよ能登<>
ガリガリくん<><>2008/08/11(月) 01:00:54.61 ID:t6A9noDO<>セミが急に羽音立てたり落ちてくるとめちゃくちゃびびる…<>
ガリガリくん<><>2008/08/11(月) 01:09:46.02 ID:t6A9noDO<>http://imepita.jp/20080811/040770<br>麓の方は結構明かりがある<>
