ぽこちん</b> ◆7R/Wb2Dn/I<b><><>2010/04/29(木) 03:10:28.28 ID:1kxCOdE0<>月日は百代の過客にして　行かう年も又旅人なり<br>セクロスなうとつぶやくリア充　リア充もげろとレスするVIPPERも<br>日々旅の中にいるのである<br><br>　,-======-、<br>　|n_ｊ_iｊ__ｊ__ji_j|<br>　　（´・ω・）<br>　　,ノﾞﾞﾞﾞﾞﾊヽ、<br>　 `～ｪ-ｪｰｰ<>街道を自転車でゆく【避難所】
ぽこちん</b> ◆7R/Wb2Dn/I<b><><>2010/04/29(木) 03:18:34.15 ID:1kxCOdE0<>吹き流れていくちぎれ雲に誘われ漂泊の旅への思いを止めることができず<br>ふと街道を旅してみたくなり　ジャージの破れを繕い　三里に野菜ジュースを灸し<br>旅に出るのである<>
ぽこちん</b> ◆7R/Wb2Dn/I<b><><>2010/04/29(木) 03:19:26.54 ID:1kxCOdE0<>スペック<br><br>28才<br>男<br>雨男<>
ぽこちん</b> ◆7R/Wb2Dn/I<b><><>2010/04/29(木) 03:23:03.68 ID:1kxCOdE0<>旅の道程は下の２案のどちらにする旅の神様に決めてもらうよ<br><br>案１　中山道～草津道路でいく国道最高所と長野を目指す旅<br>　　　　帰りは長野から松本～諏訪～甲府街道の予定<br><br>案２　日光街道～会津街道でいく雪回廊と福島を目指す旅<br>　　　　帰りは４号か６号で帰る予定 <>
ぽこちん</b> ◆7R/Wb2Dn/I<b><><>2010/04/29(木) 03:29:40.18 ID:1kxCOdE0<>旅の装備<br><br>E あいしゃスコッティ☆ティシュー<br>E ボブのジャージ<br>E ＶＩＰなヘルメット<br>テント<br>きがえ<br>タオル<br>せんめんようぐ<br>ケイタイ<br>ｉＰｏｄ<br>デジカメ<br>パンクしゅうりキット<br>チューブ<br>など<>
ぽこちん</b> ◆8lHzfxOL.U<b><><>2010/04/29(木) 04:20:12.47 ID:VnuDeYAO<>ＶＩＰに街道を自転車でゆくでスレたてたよ<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/04/29(木) 04:50:33.74 ID:XQ3dNQDO<>応援します(ｷﾘｯ<>
ひろ<><>2010/04/29(木) 04:58:44.83 ID:9K6AegAO<><br><br>+.(人^_^*).+゜おはよ。<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/04/29(木) 05:48:43.52 ID:/dG3BwDO<>おはよう(^-^*)/<br>早速始まったな。<br><br>俺はこっちで応援するぞ(;ω;)<br><br>風邪引かないように！<>
ぽこちん</b> ◆8lHzfxOL.U<b><><>2010/04/29(木) 08:56:13.46 ID:VnuDeYAO<>&gt;&gt;8おはよ(´・ω・｀)<br><br>&gt;&gt;9おはよ(´・ω・｀)ありがとね<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/04/29(木) 14:39:29.51 ID:.xUUCgAO<>携帯は規制中(;_;)<br><br>だから、俺もこっちに書くよ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/04/29(木) 14:50:55.44 ID:1Pyhesso<>前の旅が終わってから過去ログを読んだよ<br>規制中なのでこっちで応援するね<br>ぽこちんがんばれー<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/04/29(木) 14:52:54.36 ID:1Pyhesso<>sageてしまってごめんなさい。<br>ageときます。<>
ぽこちん</b> ◆8lHzfxOL.U<b><><>2010/04/29(木) 15:07:37.07 ID:VnuDeYAO<>&gt;&gt;11こっちにもボチボチ顔出すんでよろしくね(´・ω・｀)<br><br>&gt;&gt;12&gt;&gt;13ありがとね(´・ω・｀)age sageはどっちでもいいよｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/04/29(木) 22:07:52.85 ID:XQ3dNQDO<>やられたな(´･ω･`)<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/04/29(木) 22:12:47.50 ID:iwrWTiI0<>風邪ひかないよう気をつけてくれ<br>応援してる<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/04/29(木) 22:30:35.76 ID:2Am.IC.0<>容量落としか…<br><br>せめて攻撃対象になった理由ぐらい書いて欲しいもんだ<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/04/29(木) 22:37:24.10 ID:k0zdrAM0<>最近旅スレ立つと必ずやられるよな！<br><br>一体何なの？<>
ぽこちん</b> ◆8lHzfxOL.U<b><><>2010/04/29(木) 22:49:19.87 ID:VnuDeYAO<>テントの設営終了ｗｗｗｗ<br>で戻ってきたら荒らしがきてたorz<br><br>うまいこと回避できてたかなぁと思ってたけど甘かったね(´・ω・｀)<br><br>とりあえずかんぱーい(´・ω・｀)つ日<br>今日は渡邊佐平商店の純米生原酒 きざけ清開しぼりたて<br>う～ん旨い(*´・ω・｀*)<>
ぽこちん</b> ◆8lHzfxOL.U<b><><>2010/04/29(木) 23:04:54.94 ID:VnuDeYAO<>また明日の早朝にＶＩＰにスレたてようかな<br>とりあえず今日はこの辺でおやすみ(´・ω・｀)ﾉｼ<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/04/29(木) 23:05:48.34 ID:RyBGOsSO<>おやしみー(・ω・)ノシ<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/04/29(木) 23:05:53.46 ID:XQ3dNQDO<>せっかく弁当安価GETしたのになぁ…酷い奴がいるもんだ <br>とりあえずお疲れ様でした(ｷﾘｯ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/04/29(木) 23:07:43.33 ID:2Am.IC.0<>お疲れさまです！<br><br>この前東京→大阪走ったんだけど携帯いじりながらドンドン進むぽこちんが神としか思えないぜ<>
ぽこちん</b> ◆8lHzfxOL.U<b><><>2010/04/29(木) 23:22:28.78 ID:VnuDeYAO<>寝ると言ったのに寝れなくて(´・ω・｀)<br><br>&gt;&gt;22弁当安価取ったのズゴッグさん!?<br><br>&gt;&gt;23確かにレスするには一旦止まらなきゃいけないから難しいよね<br>でも30分に一回レスするって決めてその30分間に10km進むようにするればペースが掴めるよ<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/04/29(木) 23:26:25.05 ID:XQ3dNQDO<>&gt;&gt;24<br>いえ、ズゴックじゃなくコックさ(ry <br>取らせて頂きました(ｷﾘｯ <br>つーか疲れてるだろうし寝て下さいｗｗｗｗｗｗ<>
ひろ<><>2010/04/29(木) 23:40:09.80 ID:9K6AegAO<><br>+.(人^_^*).+゜おやすみ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/04/30(金) 00:08:36.44 ID:7CzQJsAO<>おやすみ(・ω・)/<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/04/30(金) 03:19:08.36 ID:Udx5MEM0<>このＧＷはずっと晴れるみたいだな<br>無事に行って来られることを祈ってる<>
ぽこちん</b> ◆8lHzfxOL.U<b><><>2010/04/30(金) 03:56:32.03 ID:GAdVYwAO<>おはよ(´・ω・｀)さむくて起きた<br>さすがに早いからあと30分くらい寝袋で待機<br><br>あと昨日の旅の記録<br>4/29　スタート:日本橋ー日光街道(国道4号)→宇都宮ー日光街道(国道119号)→日光<br>DST:153.46km<br>TM:6.54,54<br><>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/04/30(金) 04:01:37.57 ID:b390G6U0<>我々はどこから来て、どこへ向かうのか…<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/04/30(金) 04:04:07.86 ID:ivZNbsDO<>おはようｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/04/30(金) 04:12:12.00 ID:5qbY21Eo<>おはよう<br>昼間は暖かかいけど、朝は寒いねえ<br>今日も一日ご安全にｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/04/30(金) 04:15:42.37 ID:bxux.KUo<>おはよー＾＾<br>規制も多いみたいだし<br>まったり行こうぜ！！！！<>
ぽこちん</b> ◆8lHzfxOL.U<b><><>2010/04/30(金) 04:21:17.47 ID:GAdVYwAO<>&gt;&gt;30朝っぱらからどうしたｗｗｗｗｗｗ<br>&gt;&gt;31おはよう<br>&gt;&gt;32おはよう ありがとね<br>&gt;&gt;33おはよう 本当に寒い(´・ω・｀)ちゃんと目が覚めてよかったよ<br><br>じゃあボチボチ片付けて日光東照宮近くに移動５時過ぎくらいに朝食安価やろうかな<>
ぽこちん</b> ◆8lHzfxOL.U<b><><>2010/04/30(金) 04:23:00.00 ID:GAdVYwAO<>すまない安価の32と33が逆だったorz<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/04/30(金) 04:30:58.70 ID:b390G6U0<>&gt;&gt;34<br>いや、今北なんだがどこまで向かうのかってねｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ<br>栃木ならしもつかれ食えし<>
ぽこちん</b> ◆8lHzfxOL.U<b><><>2010/04/30(金) 04:43:44.35 ID:GAdVYwAO<>&gt;&gt;36おはよう(´・ω・｀)<br>今日は日光スタートで会津西街道で会津若松を目指すよ<br><br>今朝のテント<br>http://imepita.jp/20100430/164640<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/04/30(金) 04:47:06.02 ID:bxux.KUo<>田んぼか！？？ｗｗｗｗ<br>道路から随分と下がった位置にあるみたいだから<br>テントが小さく見える<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/04/30(金) 04:51:23.50 ID:b390G6U0<>&gt;&gt;36<br>なるほどね<br>おはよう<br><br>…俺も放浪したくなったじゃねぇか<>
ぽこちん</b> ◆8lHzfxOL.U<b><><>2010/04/30(金) 05:00:18.33 ID:GAdVYwAO<>&gt;&gt;38河川敷だよ<br><br>&gt;&gt;39さすらっちゃいなよ(´・ω・｀)<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/04/30(金) 05:25:56.63 ID:bxux.KUo<>コンビニ見つからないのか・・・<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/04/30(金) 05:26:48.97 ID:gCqT9F20<>おはよう<br>テントマニア阿鼻叫喚w<>
ぽこちん</b> ◆8lHzfxOL.U<b><><>2010/04/30(金) 05:52:35.52 ID:GAdVYwAO<>お待たせセブンイレブンに到着<br>朝食安価やるかい<br>安価↓+1でカップ麺適当に一つ<br>安価 ↓+2で<img src="http&#58;&#47;&#47;emj.vip2ch.com/e/244.gif">適当に一つ選んでね<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/04/30(金) 05:53:47.58 ID:bxux.KUo<>画像が無いと分からんｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/04/30(金) 05:56:07.92 ID:ONVYTQDO<>ベヤング焼きそば<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/04/30(金) 05:56:46.47 ID:uYTxdUA0<>ドン衛　と　こんぶ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/04/30(金) 05:58:13.83 ID:7CzQJsAO<>カイロ代わりに甘酒<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/04/30(金) 05:59:20.41 ID:bxux.KUo<>『地域の名店シリ－ズ』<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/04/30(金) 05:59:45.00 ID:ONVYTQDO<>さっき追いついた、VIPなヘルメットうｐ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/04/30(金) 06:01:37.87 ID:bxux.KUo<>追いついた・・・だと・・・<br><br>スネークか！！？<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/04/30(金) 06:04:03.04 ID:7CzQJsAO<>&gt;&gt;49<br><br>一晩走ったんだな<br>お疲れ<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/04/30(金) 06:09:27.17 ID:ONVYTQDO<>夕べｽﾚ発見して、仕事しながら読んでたんだよ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/04/30(金) 06:12:52.84 ID:bxux.KUo<>ライブカメラ　発見！<br>東武日光駅前<br>http://www.bussanshokai.com/live/live1.shtml<br><br>カモーン！<>
ぽこちん</b> ◆8lHzfxOL.U<b><><>2010/04/30(金) 06:15:05.94 ID:GAdVYwAO<>&gt;&gt;45と&gt;&gt;46昆布把握<br>昆布だ…と…<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/04/30(金) 06:15:18.08 ID:uYTxdUA0<>ＧＪ！　動画か静止かわからないくらい何も通らないｗｗｗｗ<br>あと、山白いなｗｗ雪かよｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/04/30(金) 06:15:34.11 ID:i09FfgDO<>おはよう(^-^*)/<br><br>テント風景が旅情を伝えるなぁ。<br>毎回これが楽しみだ。<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/04/30(金) 06:18:23.34 ID:bxux.KUo<>携帯だと動画見れないのかなぁ～<br>東武日光駅を背にして左手上にカメラ設置されてる<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/04/30(金) 06:24:59.38 ID:uYTxdUA0<>しかし寒くないか？山口だけど寒すぎる<>
ぽこちん</b> ◆8lHzfxOL.U<b><><>2010/04/30(金) 06:40:58.27 ID:GAdVYwAO<>&gt;&gt;53ライブカメラは東照宮見た後でね９時くらいかな<br>&gt;&gt;58さむいよ(´・ω・｀)東北なめてましたごめんなさい<br><br>いただきまーすｗｗｗｗｗｗ<br>http://imepita.jp/20100430/237600<br><br><br><br>あと今日は野菜ジュースの代わりに<br>http://imepita.jp/20100430/238180<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/04/30(金) 06:44:13.70 ID:bxux.KUo<>ノスタルジックなパッケージだなぁ～<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/04/30(金) 06:45:45.38 ID:uYTxdUA0<>なんだこの関東　栃木レモンｗｗｗｗ<br><>
ぽこちん</b> ◆8lHzfxOL.U<b><><>2010/04/30(金) 07:18:57.11 ID:GAdVYwAO<>&gt;&gt;49つhttp://imepita.jp/20100430/242600<br><br>日光東照宮の周り<br>http://imepita.jp/20100430/228630<br>http://imepita.jp/20100430/230340<br>http://imepita.jp/20100430/232820<br>http://imepita.jp/20100430/236330<>
ぽこちん</b> ◆8lHzfxOL.U<b><><>2010/04/30(金) 07:21:45.96 ID:GAdVYwAO<>もう少し休憩してから日光東照宮に行くよ<br>今日はそのあと会津西・日光街道(121号)で会津若松を目指すよ(´・ω・｀)<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/04/30(金) 07:25:16.39 ID:bxux.KUo<>旅情の風景シリーズ　ﾊｼﾞﾏﾀ<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/04/30(金) 07:42:25.43 ID:UaokSIDO<>今日も頑張って下さい！<br><br>おやすみなさい<>
