以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 15:45:22.15 ID:68vv/jU0<>東京から岐阜までチャリでいくｗｗｗｗｗｗｗｗ<br>http://yuzuru.2ch.net/test/read.cgi/news4vip/1283786254/<br><br><>【あと少し！】東京から岐阜までチャリで行くｗｗ【ファイト！】
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 16:04:01.82 ID:fXFGZgDO<>&gt;&gt;2ならカーチャン爆発<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/09/10(金) 16:06:58.49 ID:pOD4mh2P<>&gt;&gt;3なら家消滅<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 16:58:39.59 ID:Ef4GCtEP<>&gt;&gt;4ならローディはED<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:22:00.99 ID:TAklj3o0<>&gt;&gt;5なら全部丸く収まる<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:24:08.38 ID:VXIScygo<>&gt;&gt;6なら台風がもう一個くる<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:24:28.62 ID:YqM2CzE0<><br><br>　　　　 　＿＿＿_∩＿∩<br>　　～／　　　　　 　 ・　・＼<br>　　　（　　 　　　　　　 ∀ 　 ）　　＜ぼく、ロビーマキュアン<br>　　　　＼／＼／＼／＼／<>
ローディー</b> ◆1fVUPw1f6.<b><><>2010/09/10(金) 19:25:54.84 ID:VXIScygo<>スレ立てサンクス<br><br>ローディーです(´・ω・｀)<br>現在サークルKで休憩中。<br>一号線の横の謎の小道を走ってます<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/09/10(金) 19:28:19.40 ID:PAWsQSAP<>こっちにも貼っておく。<br><br>ネカフェ<br><br>ログキャビン岡崎店<br>〒444-0822 愛知県岡崎市若松東１丁目６?８ 0564-54-2270<br>個室ブース×27<br><br>まんが喫茶マンボー岡崎店<br>〒444-0205 愛知県岡崎市牧御堂町字花辺２８ 0564-71-7444<br>24h営業, 深夜営業（24時以降）, 持ち込み可, ドリンクあり<br><br>風呂とかシャワーはないかも試練<br><br>他なんか情報いるかい？<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:28:19.42 ID:ymrl5So0<>991 ：名無しさん＠避難民：2010/09/10(金) 19:24:29 ID:4mZCBz8I<br>うぅむ<br>http://imepita.jp/20100910/697080 <br><br>ローディー！<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:29:27.33 ID:/cGZtOUo<>&gt;&gt;8<br>おつー<br>岡崎駅に一番近いスーパー銭湯は、<br>おかざき楽の湯<br>岡崎市庄司田１丁目14-14<br>0564-71-1010<br>営業時間：９時～23時<br>650円<br><>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/09/10(金) 19:29:28.58 ID:E09ZxoQo<>がんがれがんがれ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/09/10(金) 19:29:33.42 ID:PAWsQSAP<>スネークwwwww<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:30:02.88 ID:/cGZtOUo<>&gt;&gt;9<br>マンボー岡崎店はシャワーあり<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:30:49.67 ID:/cGZtOUo<>ログキャビン岡崎店もシャワーありだって<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:33:27.95 ID:z.W1LiU0<>ふう・・・<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:33:30.37 ID:K/0gPoAO<>俺にはスネークスキルは無い<br>http://imepita.jp/20100910/702660<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:34:45.43 ID:E09ZxoQo<>スネークのみたかんじいけそうか<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/09/10(金) 19:37:24.10 ID:qHWmdsAO<>ここか<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/09/10(金) 19:37:30.12 ID:PAWsQSAP<>&gt;&gt;14-15<br>追加情報㌧です<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:38:52.63 ID:K/0gPoAO<>見た目は全然貧弱そうじゃないｗｗ<br>http://imepita.jp/20100910/706660<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:39:36.44 ID:btYd83Io<>前スレの情けない1000は最低だ<br>書くなよ、アホが<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:39:48.43 ID:/cGZtOUo<>&gt;&gt;21<br>休憩中はグローブとか外した方がいいのにｗｗｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:41:05.04 ID:TAklj3o0<>&gt;&gt;22　お前も空気乱すなよ<br><br>どっから撮ってんだよｗｗｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:41:33.11 ID:z.W1LiU0<>長距離する場合、ショルダーはきついのに、<br>サイドとかフロント装備する余裕なかったのか・・・<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/09/10(金) 19:43:00.67 ID:ng4SL6SO<>関は水浸しだから、泳げ<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:43:11.34 ID:68vv/jU0<>スネークこええｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/09/10(金) 19:49:07.82 ID:yCxwVnc0<>みんな乙～<br>ってスネークｗｗｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:51:44.07 ID:z4NV2Uco<>なんかリア充のオーラが出てる<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:53:06.86 ID:ymrl5So0<>カーチャンに電話しろ<>
ローディー</b> ◆1fVUPw1f6.<b><><>2010/09/10(金) 19:53:22.54 ID:VXIScygo<>うわぁぁあああ<br><br>ポカリを買って出てきたら、自転車の所にアクエリアスが置いてあった<br>何をいってるかわからねーと思うが、差し入れとかスネークとかそんなもんじゃねぇもっと恐ろしい(ry<br><br>http://imepita.jp/20100910/714760<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:54:23.91 ID:TAklj3o0<>アクエリアス側の刺客だな・・・ｺﾞｸﾘ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/09/10(金) 19:55:08.03 ID:l2jk3Gko<>コカコーラ社の刺客がローディーを狙っているようです<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:55:56.60 ID:z.W1LiU0<>壷を心得ているなｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/09/10(金) 19:56:18.50 ID:PAWsQSAP<>ﾜﾛﾀwwwwwwwww<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:56:56.12 ID:Je.Tnq20<>warota wwwww<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:57:15.00 ID:YqM2CzE0<>そこはメイタンだろ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/09/10(金) 19:57:25.80 ID:QKxGfGEo<>ちょｗｗｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:57:32.64 ID:WTUPDcDO<>でけぇwwwwショルダーバックなんだから収納スペース考えてやれよwwwwww<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:58:16.47 ID:K/0gPoAO<>もう1つ差し入れあったけど、置いとくの忘れとったわ<>
ローディー</b> ◆1fVUPw1f6.<b><><>2010/09/10(金) 19:59:31.09 ID:VXIScygo<>この差し入れ、この店で買ったやつぽい<br><br>写真はうしろの棚越しにしゃがんで撮ったようだ…なんてやつだw<br>完全に怪しい人だろw<br><br>サンドイッチおいしかったよ、ありがとう。第二のスネーク！<br><>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 19:59:44.27 ID:/cGZtOUo<>スネークかっけーｗｗｗｗｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 20:00:27.57 ID:QKxGfGEo<>スネーク凄すぎるだろｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/09/10(金) 20:01:55.36 ID:.VczPZso<>プロスネークおつｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/09/10(金) 20:02:28.45 ID:zGwMgkDO<>行き先関か<br>大垣までこいよ<br>岐阜は岐阜でも遠いは<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 20:02:35.34 ID:D9pnCIDO<>こちらスネーク、ローディを発見<br><br>指示を頼む<>
ローディー</b> ◆1fVUPw1f6.<b><><>2010/09/10(金) 20:03:05.90 ID:VXIScygo<>おいスネーク、お前バイクだろ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/09/10(金) 20:03:33.41 ID:.VczPZso<>&gt;&gt;47<br>(ﾉ∀`) ｱﾁｬｰ<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 20:04:56.93 ID:Je.Tnq20<>スネーク２人に増えたかｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 20:06:58.48 ID:68vv/jU0<>スネークワロスｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ<>
ローディー</b> ◆1fVUPw1f6.<b><><>2010/09/10(金) 20:07:12.99 ID:VXIScygo<>フッ…今俺がまだいるか確認しにきたな？w<br><br>確定したぜwww<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 20:07:38.45 ID:/cGZtOUo<>&gt;&gt;46<br>ナイスｗｗｗｗｗｗｗｗｗｗこれでローディは更に混乱する訳ですねｗｗｗｗｗｗｗｗｗｗ<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 20:08:09.15 ID:TAklj3o0<>カオスｗｗ<>
ローディー</b> ◆1fVUPw1f6.<b><><>2010/09/10(金) 20:08:32.73 ID:VXIScygo<>よし、また走る。ありがとうスネーク<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 20:09:55.14 ID:K/0gPoAO<>&gt;&gt;47<br>えっ<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/09/10(金) 20:10:27.54 ID:/PnZ1wAO<>がんがれ!!!<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 20:10:55.50 ID:D9pnCIDO<>なんかカオスだったが走り出すローディはかっこよかった<br>頑張れよー<>
以下、VIPにかわりましてパー速民がお送りします<>sage<>2010/09/10(金) 20:11:21.04 ID:PAWsQSAP<>&gt;&gt;54<br>がんがれ～<>
ローディー</b> ◆1fVUPw1f6.<b><><>2010/09/10(金) 20:11:38.88 ID:VXIScygo<>コンビニ出るとき、チラッと駐車場見たら<br>バイクのお兄さんが、無言でグッと親指を立てたwwwww<br><br>やはりスネークだったかwww<br><br><>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 20:12:26.43 ID:TAklj3o0<>かっこよすぎワラタ<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 20:13:32.97 ID:D9pnCIDO<>支援してくれた人は別で、<br>俺が影から見てたバイクの人だな<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 20:13:53.70 ID:K/0gPoAO<>バイク……だと……<br>多分特定した<>
以下、VIPにかわりましてパー速民がお送りします<><>2010/09/10(金) 20:15:57.14 ID:68vv/jU0<>類を見ないここ数年稀に見る良スレ<>
