スレ立て代理シベリア民<><>2010/01/06(水) 06:40:11.48 ID:gsQWvvc0<>２００９年１２月２１日、九州二周完走 <br>神奈川・９月発ー名古屋ー和歌山ー徳島（事故でバイク大破）ーバイク見捨てて電車・フェリーで大分 <br>大分ー宮崎間（徒歩）ー宮崎門川（自転車を貰う）ー鹿児島ー熊本ー福岡ー佐賀 <br>長崎－佐賀ー福岡ー大分（１０月１５日九州一周完走） <br>大分ー宮崎（門川町恩人に会う）ー鹿児島－熊本で体調不良の為病院検査及び静養 <br>福岡－佐賀ー長崎－佐賀ー福岡ー大分（１２月２１日２周完走）ー福岡<br>１２月２３日九州から本州へ山口ー広島ー岡山ー兵庫ー大阪ー京都（年越し）<br>滋賀ー三重ー愛知ー静岡<br>避難所 <br>http://tabi.shiroro.com/bbs/test/read.cgi/tabi/1259010128/ <br>倉庫 <br>http://tabi.shiroro.com/09/jibun/ <br>自転車 <br>http://imepita.jp/20091218/471950 <>【旅の終わり】自転車で九州二周したんだが【神奈川へラストラン】
A HAPPY NEW YEAR 2 0 1 0 !<><>2010/01/06(水) 08:09:14.62 ID:bOsm36DO<>いちおつです(ｷﾘｯ<>
A HAPPY NEW YEAR 2 0 1 0 !<><>2010/01/06(水) 08:45:09.60 ID:LnlkYNI0<>&gt;&gt;1乙<br>ところで、ヘラストランって何ですか？<>
A HAPPY NEW YEAR 2 0 1 0 !<><>2010/01/06(水) 08:52:48.91 ID:gyLunoAO<>オハヨー、前スレの1000はきついよ<br>立つ鳥後を濁さず<>
A HAPPY NEW YEAR 2 0 1 0 !<>sage<>2010/01/06(水) 08:56:42.54 ID:wA1MSkDO<>いちおつ！！<br><br>&gt;&gt;3<br>釣りだよな？<br><br>ヘラストランじゃなくて<br>神奈川へ、ラストランって読むんじゃね？？<>
A HAPPY NEW YEAR 2 0 1 0 !<><>2010/01/06(水) 09:19:27.65 ID:k1kMuOAo<>今日の目的地は静岡かな？<>
九州見聞録</b> ◆reZpVB1VF2<b><><>2010/01/06(水) 10:19:13.39 ID:4QzmkIDO<>新スレサンクス！<br><br>ぼちぼち出発<br>昨日は天竜川河川敷の公園に泊まってた(´Д｀)<br>http://imepita.jp/20100106/369710<br>http://imepita.jp/20100106/370600<br><br>その前に腹を壊したらしい_|￣|○<br><br><br>&gt;&gt;6<br>一応そのよていだお(´Д｀)<>
A HAPPY NEW YEAR 2 0 1 0 !<><>2010/01/06(水) 10:37:38.85 ID:ooxIPnE0<>スレ立て乙です。<br><br>あと少しだから気を抜くなよ！<>
A HAPPY NEW YEAR 2 0 1 0 !<><>2010/01/06(水) 10:37:48.36 ID:gyLunoAO<>帰宅したら病院で精密検査だな<br>いろいろ不摂生とストレスあるだろうからな<>
A HAPPY NEW YEAR 2 0 1 0 !<><>2010/01/06(水) 10:55:39.60 ID:k1kMuOAo<>今夜はテント？テントだと宇津ノ谷峠付近で野営場所を決めないとな<br>それ以降は清水を越えないとテント張れる様な場所はなさそうだ<br><br>金谷峠までは平坦な道が続くから楽だと思う<br>宇津ノ谷で野営するなら、藤枝市内で買い物とかは済ませるが吉<br><br><br><br><br><br><>
九州見聞録</b> ◆reZpVB1VF2<b><><>2010/01/06(水) 10:56:56.77 ID:4QzmkIDO<>磐田市に突入<br>http://imepita.jp/20100106/383060<br><br><br>&gt;&gt;8<br>気が抜けまくりだお(´Д｀)<br><br>&gt;&gt;9<br>病院がめちゃくちゃ混んでそうだがのう_|￣|○<>
九州見聞録</b> ◆reZpVB1VF2<b><><>2010/01/06(水) 11:01:22.86 ID:4QzmkIDO<>&gt;&gt;10<br>静岡市止まりだとホテルになるかも？<br>朝一箱根峠アタックになるように日程の調整をしたいところ(´Д｀)<>
A HAPPY NEW YEAR 2 0 1 0 !<><>2010/01/06(水) 11:17:21.26 ID:k1kMuOAo<>静岡から箱根峠の麓（三島）までは約56ｋｍ<br><br>宇津ノ谷から静岡が8ｋｍだから、野宿なら明後日は64ｋｍ走行で三島泊<br>静岡からなら56ｋｍで三島泊かな？<br><br>静岡のビジネスホテルなら、2500円からあるぞ。<>
A HAPPY NEW YEAR 2 0 1 0 !<>sage<>2010/01/06(水) 11:24:58.01 ID:oGj7Rzgo<>ここは、あえて牛乳と勝負！<>
九州見聞録</b> ◆reZpVB1VF2<b><><>2010/01/06(水) 11:47:53.73 ID:4QzmkIDO<>袋井市に突入<br>http://imepita.jp/20100106/416980<br><br><br>&gt;&gt;13<br>どっちでもいけそうな感じだぬ(´Д｀)<br>あとは今日の進み具合で判断かのぅ…<br><br>&gt;&gt;14<br>牛乳と勝負ってどういうことだ…？ｗｗｗｗｗｗ<>
九州見聞録</b> ◆reZpVB1VF2<b><><>2010/01/06(水) 12:15:03.00 ID:4QzmkIDO<>掛川市に突入<br>http://imepita.jp/20100106/439750<br><br>ｖｉｐポーズの練習してたらジーパンの穴が広がった(´Д｀)<>
A HAPPY NEW YEAR 2 0 1 0 !<><>2010/01/06(水) 12:30:59.55 ID:gyLunoAO<>何してんだかｗｗｗｗ<>
A HAPPY NEW YEAR 2 0 1 0 !<>sage<>2010/01/06(水) 12:33:21.66 ID:WZKBIQSO<>きゅうちゃん<br>うpは？<>
A HAPPY NEW YEAR 2 0 1 0 !<><>2010/01/06(水) 12:36:42.83 ID:QgduDPgo<>そこはうpすべきとこだろｊｋ<>
九州見聞録</b> ◆reZpVB1VF2<b><><>2010/01/06(水) 13:21:51.19 ID:4QzmkIDO<>&gt;&gt;17<br>ちょっとした気の迷いだお(´Д｀)<br><br>&gt;&gt;18-19<br>一人じゃ写真撮れんから誰か撮りに来てくれ(´Д｀)<>
九州見聞録</b> ◆reZpVB1VF2<b><><>2010/01/06(水) 13:30:05.75 ID:4QzmkIDO<>島田市に突入<br>http://imepita.jp/20100106/485220<br><br>えらい山奥だけど峠だったのかのぅ…<>
A HAPPY NEW YEAR 2 0 1 0 !<>前スレにあったこれ大事<>2010/01/06(水) 13:32:36.32 ID:Nz9vJTEo<>バイパス回避ルート R=国道　r=県道等<br>R1-r312-r261-R1-r413-R1-r253-R1-r415-R1-r381-R473-r381-r34-R1<br>http://ex14.vip2ch.com/test/read.cgi/part4vip/1261432697/975<>
A HAPPY NEW YEAR 2 0 1 0 !<>sage<>2010/01/06(水) 14:06:02.36 ID:Nz9vJTEo<>&gt;&gt;21<br>ということはもうr381まで来たのか<br>んじゃ後はr381-R473-r381-r34-R1<>
九州見聞録</b> ◆reZpVB1VF2<b><><>2010/01/06(水) 14:06:23.31 ID:4QzmkIDO<>&gt;&gt;22<br>一応画面メモしてその通りに来てたんだが…<br><br><br><br><br><br>盛大に道を間違えた_|￣|○<>
A HAPPY NEW YEAR 2 0 1 0 !<>sage<>2010/01/06(水) 14:08:54.94 ID:Nz9vJTEo<>&gt;&gt;24<br>・・・ど、ど、どんまい (´ﾟωﾟ`)<>
A HAPPY NEW YEAR 2 0 1 0 !<><>2010/01/06(水) 14:18:43.30 ID:/FNJcp20<>日坂バイパス回避はややこしいもんな<br><br>その先､藤枝バイパス､静清バイパス､富士由比バイパス､沼津バイパスも回避しないといけない…<>
A HAPPY NEW YEAR 2 0 1 0 !<>sage<>2010/01/06(水) 14:26:48.70 ID:2AEyjiYo<>きゅうちゃん<br>どう道を間違えてもいいじゃん<br>そこまで来ればｺﾞｰﾙは近づいてきているんだから<br>人生と一緒で多少の回り道は気にスンナｗｗｗｗｗｗ<>
A HAPPY NEW YEAR 2 0 1 0 !<><>2010/01/06(水) 14:36:31.40 ID:gyLunoAO<>撮りに逝きたいが、九州からじゃ㍉<>
九州見聞録</b> ◆reZpVB1VF2<b><><>2010/01/06(水) 15:04:35.71 ID:4QzmkIDO<>藤枝市に突入<br>http://imepita.jp/20100106/538550<br><br>静岡までの距離が微妙なところ…<br><br><br>&gt;&gt;26<br>とりあえず元の道に戻って再スタート(´Д｀)<br><br>&gt;&gt;27<br>どちらかといえば逆走してた_|￣|○<br><br>&gt;&gt;28<br>穴の大きさはすでに警察に捕まるレベルなんだが…<>
A HAPPY NEW YEAR 2 0 1 0 !<><>2010/01/06(水) 15:07:05.63 ID:dG1HbGg0<>どこかユニクロを見つけてＧパンを買うんだ<>
九州見聞録</b> ◆reZpVB1VF2<b><><>2010/01/06(水) 15:15:05.66 ID:4QzmkIDO<>&gt;&gt;30<br>もうここまできたらこれで帰ろうかと(´Д｀)<>
A HAPPY NEW YEAR 2 0 1 0 !<><>2010/01/06(水) 15:24:32.00 ID:QgduDPgo<>(*ﾉдﾉ)ｷｬ･･(*ﾉдﾟ)ﾉﾁﾗｯ<>
A HAPPY NEW YEAR 2 0 1 0 !<><>2010/01/06(水) 15:25:14.56 ID:gyLunoAO<>パンツまる見えじゃあ、いかんがな<>
A HAPPY NEW YEAR 2 0 1 0 !<>sage<>2010/01/06(水) 15:31:06.16 ID:Nz9vJTEo<>&gt;&gt;31<br>歳食ってからそれ見てジワー→ウルウル→ウッ→エッエッ→号泣。<br>最高に旨い酒が飲めるなオイ。<br>BGMは何がいいかな・・・いいなあ。<>
A HAPPY NEW YEAR 2 0 1 0 !<><>2010/01/06(水) 15:33:25.83 ID:Q6oFi7co<>&gt;&gt;34<br>それを嫁からは汚いから捨ててよって言われるんだな<>
A HAPPY NEW YEAR 2 0 1 0 !<><>2010/01/06(水) 15:49:10.12 ID:k1kMuOAo<>&gt;&gt;35<br>娘からは汚いから一緒に洗濯しないで言われるｗｗ<>
