1<>名誉教授<><>2007/03/28(水) 23:40:18<>ようするに、京都でちんげを迎え撃って<br>もてなしてやろうっていうのがこの掲示板の趣旨なんです＞＜<br>ちん毛を引きずり回して何処につれてってやろうかとか<br>語り合えなんです＞＜<>とりあえずちん毛に会いたい奴は来い<>
2<>名無しさん<><>2007/03/28(水) 23:46:18<>2<><>
3<>名無しさん<><>2007/03/28(水) 23:46:40<>俺近いうちに大阪に戻るから行きたいんだけど、ちん毛がいつ着くのか・・・<><>
4<>名無しさん<><>2007/03/28(水) 23:50:09<><a href="/bbs/read.cgi/travel/6924/1175092818/3" target="_blank">&gt;&gt;3</a><br>恐らく、日曜か月曜位だと思われ<><>
5<>名無しさん<><>2007/03/28(水) 23:53:06<><a href="/bbs/read.cgi/travel/6924/1175092818/4" target="_blank">&gt;&gt;4</a><br>だとしたらギリギリ間に合わないかもしれない・・・<br>まあ大学生が帰省してるだけだからいつ帰ってもいいんだけどねｗ<br>月曜ならまだ望みはある！<><>
6<>名誉教授<><>2007/03/28(水) 23:56:29<><a href="/bbs/read.cgi/travel/6924/1175092818/5" target="_blank">&gt;&gt;5</a><br>ちん毛がもし日曜日に到着してもすぐに京都を出るって事はないんじゃね？<br>月曜日でもまだ京都にいると思われるのでそこを狙ってちん毛とｱｯー<><>
7<>名無しさん<><>2007/03/28(水) 23:58:47<><a href="/bbs/read.cgi/travel/6924/1175092818/6" target="_blank">&gt;&gt;6</a><br>そうか・・・確かにそうだな<br>じゃあみんなでらんｋ(ry<><>
8<>名無しさん<><>2007/03/29(木) 00:03:40<>ちんげとじいちゃんに何か土産でも渡したいんだが<><>
9<>名無しさん<><>2007/03/29(木) 00:10:00<>京都で「おーい！ちん毛！！」とは叫びにくいなｗｗｗｗｗ<><>
10<>名無しさん<><>2007/03/29(木) 00:10:35<>何人ぐらい参加出来るんだろ？<br>俺は現在ニートだから土〜月のいつ来られてもおｋなんだぜ？<><>
11<>名無しさん<><>2007/03/29(木) 00:17:37<>高校生ｗちん毛の２個下かな　　平日ならおｋ<><>
12<>名誉教授<><>2007/03/29(木) 00:23:30<>とりあえずスレでの名前をコテにして<br>各自、到着予定日（土、日、月）の予定を書いていこうか。<br>その上で計画を練ろうじゃないか。<br><br>ちなみに俺ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗニートｗｗｗｗｗｗｗｗ<br>うぇｗｗｗｗｗｗｗｗｗｗいつでもおｋｗｗｗｗｗｗｗｗｗｗｗｗｗ<br><br>（この掲示板はカステラの<a href="/bbs/read.cgi/travel/6924/1175092818/1" target="_blank">&gt;&gt;1</a>を迎え撃った長崎県民達を参考に<br>立ててみました）<><>
13<>建設会社経営<><>2007/03/29(木) 00:36:54<>今気付いたけど、俺早くても月曜の夜帰るかもだった・・・orz<><>
14<>建設会社経営<><>2007/03/29(木) 01:27:39<>ごめん俺＝<a href="/bbs/read.cgi/travel/6924/1175092818/3" target="_blank">&gt;&gt;3</a>ね<><>
15<>ＡＶ監督(関西地方)<><>2007/03/29(木) 11:45:34<>この調子だと京都つくのは土曜日か日曜日くらい？<br>土曜は面接あるからいけないなぁ･･･<><>
16<>名無しさん<><>2007/03/29(木) 11:59:40<>月曜以降ならなんとかなるかもfrom大津<><>
17<>名誉教授<><>2007/03/29(木) 13:57:48<>この感じだと２〜３人ってとこか。今の所。<br>この掲示板の存在を知らない人もいるっぽいからまだまだ<br>不確定だな。<br><br>ちん毛の宿の確保やらなんやらかんやらも必要だな。<br>大阪の限りなく奈良に近い場所でもちん毛がおｋなら<br>宿の人は俺が引き受ける！！<br><br>ほかにもちん毛が心おきなく遊べるようにうｐ要員とかほしいね。<><>
18<>名誉教授<><>2007/03/29(木) 15:45:23<>＞マイナーな地元的桜の名所とお寺が見たいｗｗお寺は修学旅行で見逃した <br>＞有名所の補完ｗｗｗｗｗｗｗｗ京都の桜は個人的にとてもみたいｗｗｗｗｗｗ <br>＞別に特別なことがあった訳じゃないがなんか強く引かれるｗｗｗｗｗｗｗｗｗｗ <br>＞JRのCMのせいかも試練ｗｗｗｗｗｗｗｗｗｗｗｗｗｗあのCMはずるすぎるｗｗｗｗｗｗ <br>＞美しすぎｗｗｗｗｗｗｗｗｗｗｗｗｗｗ <br><br>との事なんで一日目は京都の寺巡り、<br>二日目はのんびりお花見とかがいいかもわからんね<><>
19<>名無しさん<><>2007/03/29(木) 18:31:35<>桜情報置いておきますね<br>ttp://www.kyoto-np.co.jp/kp/koto/sakura/<><>
20<>名誉教授<><>2007/03/29(木) 22:19:19<><a href="/bbs/read.cgi/travel/6924/1175092818/19" target="_blank">&gt;&gt;19</a><br>情報トンクスｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ<br><br>でも、俺ホントは大阪なんだｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ<br>というわけで、地元民の観点から見たお花見スポット情報が知りたい。<br><br>大阪府民的には清水寺とか激アツのような気がするんだけどどうだろう？<br>もしかしたら花見とかＭＵＲＹＹＹＹＹＹＹＹＹＹＹＹＹＹＹＹＹＹＹＹＹＹＹ<br>なんかな？<><>
21<>名無しさん<><>2007/03/29(木) 23:13:27<>神戸からきますたｗｗｗ<br>花見なら嵐山なんてどうかな？京福電車でマターリ嵐山目指す<br>嵯峨野トロッコ乗って保津川下りも楽しいかもしれん<><>
22<>名無しさん<><>2007/03/29(木) 23:14:31<>京都に住んでながら名所とか知らないんだけどね…<br>名所ってガイドブック見てくる観光客の方が知っている罠ｗｗｗｗｗ<><>
23<>名誉教授<><>2007/03/29(木) 23:20:59<><a href="/bbs/read.cgi/travel/6924/1175092818/21" target="_blank">&gt;&gt;21</a><br>嵐山か。あそこいいよな！！<br>若干パチもん臭いが京都っぽい町並みあるしな！！<br><a href="/bbs/read.cgi/travel/6924/1175092818/22" target="_blank">&gt;&gt;22</a><br>確かにそうだな。大阪人が通天閣行かないのと一緒だな。<br><br>今の所お花見は嵐山が第一候補だな。<br>この掲示板である程度プランを作って本スレでちん毛に相談する流れで。<><>
24<>名無しさん<><>2007/03/29(木) 23:26:25<>ちなみに京都VIPPERは諸事情により活動停止中なんだぜ？<><>
25<>名無しさん<><>2007/03/29(木) 23:37:15<>何人くらい来るの？<><>
26<>名誉教授<><>2007/03/29(木) 23:43:24<><a href="/bbs/read.cgi/travel/6924/1175092818/25" target="_blank">&gt;&gt;25</a><br>確認できてる人数で２〜３人は確定。<br>しかし、まだゴールも遠いしこれから増えるはず。<><>
27<>名無しさん<><>2007/03/30(金) 01:25:46<>おれと友達が行くかも。高校生だけどおｋ？<><>
28<>名無しさん<><>2007/03/30(金) 04:40:15<>今北産業<br>今やっと追いついた<br>寺院巡りするなら円山公園が行きやすいと思われ<><>
29<>名誉教授<><>2007/03/30(金) 04:57:27<><a href="/bbs/read.cgi/travel/6924/1175092818/27" target="_blank">&gt;&gt;27</a><br>ちゃんと終電やら門限やらに帰るならおｋじゃね？<br><a href="/bbs/read.cgi/travel/6924/1175092818/28" target="_blank">&gt;&gt;28</a><br>関係ないけど、円山公園って何処にいってもあるよな。<><>
30<>名無しさん<><>2007/03/30(金) 18:33:34<><a href="/bbs/read.cgi/travel/6924/1175092818/28" target="_blank">&gt;&gt;28</a><br>昨日仕事帰りに見てきたが、円山公園まだ桜一本しか咲いてねえｗｗ<><>
31<>名無しさん<><>2007/03/30(金) 21:50:32<>神戸は桜咲かず<><>
32<>名誉教授<><>2007/03/31(土) 10:41:10<>ちん毛書き込み無いな・・・<br>今日中に彦根あたりまで進んだら日曜夜〜月曜昼ゴールって所だな。<br>火曜ゴールになったら俺行けねえｗｗｗｗｗｗｗｗｗｗｗｗｗ<br><br>因みに大阪はいい感じに桜が咲いてるから<br>週明けには京都も来るんじゃね？<><>
33<>名無しさん<><>2007/03/31(土) 13:58:00<>今神戸桜満開なんだけどｗｗｗ<><>
34<>名無しさん<><>2007/03/31(土) 14:20:12<>俺は行けないっぽいんだけど、銀閣寺道あたりの桜はどうかな？<br>桜みながら銀閣寺いけるしｗｗ<><>
35<>名無しさん<><>2007/04/01(日) 04:07:34<>今日四日市ならゴールは恐らく月曜だな???<><>
36<>名無しさん<><>2007/04/01(日) 21:19:24<>月曜は仕事でちん毛には会いに行けなさそうだ。<br>みんな盛大にもてなしてあげてくだしあ。<><>
37<>名無しさん<><>2007/04/01(日) 22:04:36<>俺も月曜は行けなさそうだ・・・火曜からなら行けるんだけどな。<br>とりあえずその日その日で会えるやつが会いに行くってのがベストなんだろうけど、ちん毛もちん毛で用事あるみたいだし・・・<><>
38<>名無しさん<><>2007/04/01(日) 22:11:02<>昼頃なら出れそうだが、着くの夜だろうな…<><>
39<>名無しさん<><>2007/04/02(月) 00:39:07<>水口って意外と近いのね…<br>どれだけ寄り道するかによるけど普通に来たら昼頃に着くね<br><br>ってかゴール出迎えられるやつ居ないのか？？<><>
40<>名無しさん<><>2007/04/02(月) 00:47:34<>明日集まれそうな奴、挙手を<><>
41<>名無しさん<><>2007/04/02(月) 00:58:31<>明日行きたいんだけど、何処に行けばいいんかな？<><>
42<>名無しさん<><>2007/04/02(月) 02:41:25<>決まっていないっぽい<><>
43<>名無しさん<><>2007/04/02(月) 07:24:08<>ちん毛８時出発だから昼には京都着くと思うけど結局何人で迎えるんだ？ｗｗｗ<br>神戸から行くﾔｼいるかお？<><>
44<>滋賀の野洲のニート<><>2007/04/02(月) 09:30:50<>集合場所として適してるのは京都駅の正面入り口ぐらいじゃないかな？<br>京阪七条からすぐにいける北側ね<><>
45<>名無しさん<><>2007/04/02(月) 09:34:37<>平均年齢どれくらいだろ？<><>
46<>滋賀の野洲のニート<><>2007/04/02(月) 09:59:51<>チンゲは19歳〜20歳くらいだったかな<br>俺はいつのまにか26歳<br><a href="/bbs/read.cgi/travel/6924/1175092818/45" target="_blank">&gt;&gt;45</a>は？<><>
47<>名無しさん<><>2007/04/02(月) 10:19:08<><a href="/bbs/read.cgi/travel/6924/1175092818/44" target="_blank">&gt;&gt;44</a><br>京都駅も良いが、<br>せっかく「東海道中〜」なので三条の弥次喜多像が良くないか？ｗ<br><br><a href="/bbs/read.cgi/travel/6924/1175092818/45" target="_blank">&gt;&gt;45</a>じゃんないが、俺は21。でも用事済まないと行けないorz<><>
48<>名無しさん<><>2007/04/02(月) 11:21:59<><a href="/bbs/read.cgi/travel/6924/1175092818/47" target="_blank">&gt;&gt;47</a><br>そのスレタイ俺が最初に言い出したんだが、そんなの全く考えてなかったｗｗｗｗｗ<br>東京から京都＝東海道っていう短絡的な考えと、日本史が好きだったからね<><>
49<>名無しさん<><>2007/04/02(月) 11:41:28<><a href="/bbs/read.cgi/travel/6924/1175092818/46" target="_blank">&gt;&gt;46</a><br>君の少し上なんだ<br>みんな若そうだから<br>今回はスネークに徹するか<><>
50<>名無しさん<><>2007/04/02(月) 12:00:01<>ちょｗ年齢層高いｗｗ<br>でも何歳であろうと参加して欲しいんだぜ<><>
51<>名無しさん<><>2007/04/02(月) 12:33:49<>俺19なんだけど…浮きまくりんぐ？<><>
52<>名無しさん<><>2007/04/02(月) 12:40:53<><a href="/bbs/read.cgi/travel/6924/1175092818/51" target="_blank">&gt;&gt;51</a><br>俺18ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ<br>そろそろ神戸出発せなまずいかな？<><>
53<>名無しさん<><>2007/04/02(月) 12:48:31<><a href="/bbs/read.cgi/travel/6924/1175092818/52" target="_blank">&gt;&gt;52</a><br>まだ出発してなかったのかｗｗｗｗ<><>
54<>名無しさん<><>2007/04/02(月) 12:49:18<>と思ったら阪急にするのねｗ<><>
55<>名無しさん<><>2007/04/02(月) 12:59:55<>じゃあみんな三時位にヤジキタ前集合しようぜ！<><>
56<>名無しさん<><>2007/04/02(月) 13:23:54<><a href="/bbs/read.cgi/travel/6924/1175092818/54" target="_blank">&gt;&gt;54</a><br>さすがにチャリはあきらめたｗｗｗむしろちん毛に神戸来てもらうｗｗｗ<br>で誰か後で河原町からヤジキタ？まで誘導きぼんｗｗｗ<><>
57<>名無しさん<><>2007/04/02(月) 13:31:01<>三条大橋の西詰にある。行ったらすぐわかるよ<br>まだ現地に向かえるかわかんないけど、<br>三条大橋がわからなかったら誘導するよ<><>
58<>名無しさん<><>2007/04/02(月) 13:34:49<><a href="/bbs/read.cgi/travel/6924/1175092818/57" target="_blank">&gt;&gt;57</a><br>アリガタスアリガタス( ^ω^)<br>とりあえず河原町で降りて鴨川沿いを北にあがればおｋ？<><>
59<>名無しさん<><>2007/04/02(月) 13:43:54<><a href="/bbs/read.cgi/travel/6924/1175092818/58" target="_blank">&gt;&gt;58</a><br>おｋ<br>よほどの方向音痴じゃなければ絶対行けるｗｗｗｗｗ<><>
60<>名無しさん<><>2007/04/02(月) 13:53:34<><a href="/bbs/read.cgi/travel/6924/1175092818/59" target="_blank">&gt;&gt;59</a>了解！<br>そろそろ家出発するわｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ<br>待ってろよ〜ちん毛ｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗｗ<><>
61<>名無しさん<><>2007/04/02(月) 15:17:59<>弥次喜多前独り寂しすwww<br>浮浪者ﾃﾗｳｻﾞｽwwwwww<><>
62<>名無しさん<><>2007/04/04(水) 01:46:08<>ついにスレ落ちましたね。559まででおｋでしょうか。<br>559までのdatをうｐしておきました。<br>ttp://castella.shiroro.com/chinge.htm<><>
63<>名無しさん<><>2007/04/04(水) 07:07:08<>誰か次スレ立てて＞＜<><>
64<>名無しさん<><>2007/04/04(水) 08:19:48<>ｳﾞｧｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰｰ<><>
