以下、名無しにかわりましてVIPがお送りします<><>2009/02/06(金) 20:13:20.45 ID:ttzccNlIO<> このスレは、おかずのり ◆M1T5uxDOMwが <br> VIPでｋｓｋされた結果、購入した713本のうまい棒を <br> 全国のVIPPERに配るために全国行脚するスレです。 <br>  <br> おかずのり◆M1T5uxDOMwのスペック <br> 身長　174cm <br> 年齢　23～26歳 <br> 車種　日産ラシーン <br> 職業　おいおい、Vipに職業？愚問だな。 <br>  <br> ルール <br> 車で移動する <br> 移動するときは安価をして決める（再安価でも泣かない！ <br> 移動候補はおかずのりが指定した県のみ(基本的には隣県＋おかずのり指定)（New！！ <br> 安価をとったらその県の人がエントリーしてうまい棒をうけとる <br> 渡すうまい棒は1人一本 <br> うまい棒を受け取った人はおかずのりが用意する紙に一言書く <br> 福島は最後 <br> オナニー禁止(おかずのりのみ) <br> おかずのりの資金がつきるまで旅を続け資金が持たなくなったら誰かに託す <br> お金・年齢に関する話題は禁止（ただし，必要な出費に関しては例外） <br> ルート、場所、日時等のkwskは避難所で！ <br>  <br> まとめwiki <br> http://www19.atwiki.jp/47umatabi/ <br>  <br> 避難所(パー速) <br> http://ex14.vip2ch.com/test/read.cgi/part4vip/1233683805/ <br>  <br> いいか避難所とvip使い分けろよ <>おかずのりがうまい棒を届けるようです～新潟・長野編～
以下、名無しにかわりましてVIPがお送りします<><>2009/02/06(金) 20:15:05.10 ID:ttzccNlIO<> エントリー用テンプレ <br> ※重要※『18歳未満または高校生以下の方は、夜21時～朝6時の間の受け取りはご遠慮ください』 <br> ※重要※『18歳未満または高校生以下の方は、夜21時～朝6時の間の受け取りはご遠慮ください』 <br> 【住んでる地域】 <br> 【受取りたい場所】（お店なら店名、駅なら北口、南口などできるだけ詳しく） <br> 【OKな時間】 <br> ●待ち合わせ場所は可能なら無料駐車場のある場所、駐車スペースが確保できる場所で。 <br> ●携帯のナビで行くから出来るだけ詳細に！ <br> ●日付指定より時間指定のほうがごうりゅーしやすい。 <br>  <br> エントリー方法は上のテンプレを避難所 <br> 【うまい棒】おかずのりの一世一代がんばり物語3 <br> http://ex14.vip2ch.com/test/read.cgi/part4vip/1233683805/ <br> にコテ酉をつけた上で投下して。 <br> テンプレと避難所の1－7あたり必読しる。ここと避難所のチッェク欠かすなよ。 <br> お届け近くなったら確認の為、呼出しがあるかもしれん。反応無かったらスルーされてもしらんよ。 <br>  <br> ●テンプレを避難所に投下する際、コテ酉をつけてカキコ願います（ID変わると誰だかわからないため） <br> ●コテ酉には「＠地名」を入れることを推奨します。 <br> ●また，念のため酉をつけたら検索にかけてみましょう。 <br> ●アルファベットのみ，数字のみ，ひらがなのみなどの酉はバレやすいので <br> 　混合させて使用することを推奨します。 <br> ●受け取りが遠い人は、その後コテ酉をはずしてください。 <br>  <br> ○○○＠地名#××××× <br> ↑　↑　↑　↑　↑ <br> 　コテ　　地名　トリップ <br> ※重要※ # は小文字です <br> 例　テスト＠福島#test → テスト＠福島 ◆.CzKQna1OU <>
以下、名無しにかわりましてVIPがお送りします<><>2009/02/06(金) 20:17:02.18 ID:ttzccNlIO<> 前スレ <br> おかずのりがうまい棒を届けるようです～～新潟・長野編2～ <br> http://takeshima.2ch.net/test/read.cgi/news4vip/1233841346/ <br>  <br> 過去ログはwiki参照 <br> http://www19.atwiki.jp/47umatabi/ <br>  <br> ※次スレは、<a href="../test/read.cgi/news4vip/1233918800/950" target="_blank">&gt;&gt;950</a>が立てること。出来ない場合は他の人が宣言してから立ててください。 <br> ↓ <br> ※スレタイは、おかずのりがうまい棒を届けるようです～今の県名・次の県名編～で <br> ※同一レスタイになってもパート数字は入れてはいけません。 <br>  <br> ※おかずのりからのお言葉※ <br> 支援物資はあくまで気持ちです。 <br> 一番の支援は画面のあなたたちがもらってくれることなので支援物資ないから貰いにいけないorzなどということはありません。 <br> あと、キモオタだからいけないorz とか口下手だからいけないorzなどと言う人。 <br> 大丈夫、こんなアホなことを大真面目にやってる俺がはたからみたら一番キモいです。 <br> 口下手な人は受け取る前に書いていただけばこちらも配慮しますよ。 <br>  <br> 正直支援物資で車の中が圧迫されています。 <br> ラシーンってけっこう小さいです。 <br> うまい棒+私物でいっぱいいっぱいなんで出来れば手ぶらかわらしべのみで来てくれると嬉しいです <br> 食べ物系と栄養ドリンク、カロリーメイドはけっこうお腹いっぱいです <br> わがままいって申し訳ない。 <br> 善意で支援してくださってるのはありがたいのですがそろそろ寝れなくなりそうで… <>
以下、名無しにかわりましてVIPがお送りします<><>2009/02/06(金) 20:20:04.00 ID:ttzccNlIO<> よくある質問Ｑ＆Ａ <br> Ｑ：今どこですか？ <br> Ａ：本人以外分かりません(移動中はレス出来ません)。 <br>  <br> Ｑ：何時頃つきますか？ <br> Ａ：地元民のあなたがスレ見て判断した方がいいです(迷子の可能性は入れてね)。 <br>  <br> Ｑ：次はどこですか？ <br> Ａ：県内なら避難所でルート確認してください。県外のなら、この後の安価次第です。 <br>  <br> Ｑ：何支援しよう？ <br> Ａ：何もいりません。うまい棒もらって下さい。あえて言うなら「ケツの穴は洗っとけ！」 <br>  <br> Ｑ：わらしべって何？ <br> Ａ：前のお届け人から、おかずのりが受け取ったものを次の人に渡すだけ。 <br> 参加したい人だけどうぞ。そんなに気にしなくていいです。 <br>  <br> Ｑ：おかずのり寝た？ <br> Ａ：たぶん寝落ちしてます。 <br>  <br> Ｑ：雑談しちゃいけないかな？ <br> Ａ：ＶＩＰで雑談しなくて何するの？カオスでＯＫ。避難所での雑談は控えてください。 <br>  <br> Ｑ：おかずのりは、お酒飲める？ <br> Ａ：飲めるかもしれませんが、車移動ですので無理。 <br>  <br> Ｑ：オフ会しませんか？ <br> Ａ：こちらでは、今後一切そのような発言はご遠慮下さい。オフスレで勝手にどうぞ。 <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2009/02/06(金) 20:32:49.86 ID:zk7xtkoI0<> <a href="../test/read.cgi/news4vip/1233918800/1" target="_blank">&gt;&gt;1</a> <br> 乙ｶﾚー <>
以下、名無しにかわりましてVIPがお送りします<><>2009/02/06(金) 20:33:22.79 ID:B81BX3UxO<> <a href="../test/read.cgi/news4vip/1233918800/1" target="_blank">&gt;&gt;1</a>乙です <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2009/02/06(金) 20:33:28.23 ID:qyF/ihtI0<> <a href="../test/read.cgi/news4vip/1233918800/1" target="_blank">&gt;&gt;1</a> <br> 乙っん <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2009/02/06(金) 20:33:31.70 ID:Hyw9bjzi0<> いちおつ <br>  <br> 1000 名前：以下、名無しにかわりましてVIPがお送りします[] 投稿日：2009/02/06(金) 20:32:27.04 ID:n21XhV6iO <br> 970が田上に掘られる <br>  <br>  <br> ｱｯーー！ <>
以下、名無しにかわりましてVIPがお送りします<><>2009/02/06(金) 20:34:35.37 ID:P2MwhljU0<> <a href="../test/read.cgi/news4vip/1233918800/1" target="_blank">&gt;&gt;1</a>乙ｗｗｗ <br>  <br>  <br> ちょｗｗｗ前スレ1000ｗｗｗｗｗ <>
以下、名無しにかわりましてVIPがお送りします<>sage<>2009/02/06(金) 20:35:36.79 ID:43TGAhiM0<> <a href="../test/read.cgi/news4vip/1233918800/1" target="_blank">&gt;&gt;1</a>　おつうん <>
以下、名無しにかわりましてVIPがお送りします<><>2009/02/06(金) 20:35:57.45 ID:BuaUl3qW0<> いちもつ！ <>
以下、名無しにかわりましてVIPがお送りします<><>2009/02/06(金) 20:37:00.52 ID:qfi6LD5rO<> <a href="../test/read.cgi/news4vip/1233918800/1" target="_blank">&gt;&gt;1</a>乙！ <br>  <br> 前スレ1000ww <br>  <br> 1000/1001:以下、名無しにかわりましてVIPがお送りします[] <br> 2009/02/06(金) 20:32:27.04 ID:n21XhV6iO(45) <br> 970が田上に掘られる <>
