列島縦断名無しさん<><>2009/05/06(水) 13:46:39 ID:uKroLtQg0<> 　 　 ,,.. - ''' "~ ~＾ <br> 　 　 　 　 　 ,: '" <br> 　 　 　 　 //　 <br> 　　　 　 ,' /　 <br> 　　　　 ｉ .l　 <br> .　　　　|　､　 <br> 　　　 ､.＼　ヽ　 <br> 　　　 　 ､ ＼ . ヽ ._　 <br> 　　　　　　 　 丶.　　 ‐　 _　　 　 <br> 　　　　　　　　 　 ｀ ‐　_　 　 ￣ ,(´・ω・） <br> 　　　　　　　　 　 　 　 　 　 ー（,, O┬O <br> 　　　　　　　　　　　　 　 　 　 （））'J_）） <br>  <br> このスレは、旅好きな人が語り合うスレです。 <br>  <br> ―　そこに旅があるから　― <br> 2009年、夏。また旅が始まった。 <br>  <br> 前スレ <br> ちょっと今から旅に出るわ <br> http://love6.2ch.net/test/read.cgi/travel/1206004707/ <br> ちょっと今から旅に出てみる <br> http://love6.2ch.net/test/read.cgi/travel/1217854105/ <>ちょっと今から旅に出てみるか
列島縦断名無しさん<><>2009/05/06(水) 15:37:48 ID:h00Jb2f4O<> <a href="../test/read.cgi/travel/1241585199/1" target="_blank">&gt;&gt;1</a>乙ん <>
列島縦断名無しさん<>sage<>2009/05/06(水) 16:03:11 ID:xRWz8MlDO<> <a href="../test/read.cgi/travel/1241585199/1" target="_blank">&gt;&gt;1</a>超乙華麗！ <br> 今夜までに立たなかったら立てるつもりですた <br> shiroroたんのところでも問題なさそうなんですけどね <>
列島縦断名無しさん<>sage<>2009/05/06(水) 18:58:42 ID:QufMu1aGO<> 確かに向こうでいいような気がす <>
列島縦断名無しさん<>sage<>2009/05/06(水) 19:20:52 ID:44NUWbVy0<> もうこのスレって存在意義が無いような希ガス <>
列島縦断名無しさん<>sage<>2009/05/06(水) 19:32:11 ID:GayKX+DX0<> こっそりＲＯＭってる俺がいる <>
列島縦断名無しさん<><>2009/05/06(水) 21:18:03 ID:iqlwjfY+0<> 結構役に立ってるんだけど・・ <>
列島縦断名無しさん<><>2009/05/07(木) 00:03:29 ID:I+AltkaM0<> ごめん、忘れてたｗｗｗｗ <>
列島縦断名無しさん<><>2009/05/07(木) 00:08:39 ID:mvQwnh2wO<> 何ここ、こわい <>
列島縦断名無しさん<>sage<>2009/05/07(木) 00:46:41 ID:yaiLhinP0<> <a href="../test/read.cgi/travel/1241585199/9" target="_blank">&gt;&gt;9</a> <br> えっ <>
列島縦断名無しさん<>sage<>2009/05/07(木) 07:47:05 ID:WGoH8zYfO<> えっ <>
列島縦断名無しさん<><>2009/05/07(木) 11:16:56 ID:tOMRAF79O<> えっ <>
列島縦断名無しさん<>sage<>2009/05/07(木) 11:27:19 ID:NlDEPtfn0<> 【ラウンジ発】みんなで寄せ書きしたノートが全国を旅する part13 <br> http://changi.2ch.net/test/read.cgi/entrance/1231639502/l50 <br>  <br> ノート受取人募集中です。 <br> 現在ノートは京都府京都市にあります。 <br> 移動範囲は大阪、兵庫県だと神戸あたりまで。滋賀も極端に遠くなければ行けます。 <br> 都合により5月は14日以降になりそうです。曜日や時間は調整可能です。 <br> まずは下記までご連絡よろしくお願いします！ <br>  <br> bekobekobeko1あっとlibra.livedoor.com  <>
列島縦断名無しさん<>sage<>2009/05/07(木) 14:54:13 ID:G8qMRVbw0<> とか何とか言って、みんなここROMってんじゃないかｗ <>
列島縦断名無しさん<>sage<>2009/05/07(木) 15:31:18 ID:At0cHKYwO<> <a href="../test/read.cgi/travel/1241585199/14" target="_blank">&gt;&gt;14</a> <br> 呼んだ？ <>
列島縦断名無しさん<>sage<>2009/05/07(木) 16:03:10 ID:v1vGflXl0<> shiroroたんのとこは知ってたけど <br> ここは知らなかったｗ <>
列島縦断名無しさん<>sage<>2009/05/07(木) 21:11:37 ID:vpM/9T7EO<> 俺はここの方がもちつく(ふいんき的な意味で <>
列島縦断名無しさん<>sage<>2009/05/07(木) 22:02:40 ID:WtIVFszpO<> 実際に前スレにも旅人がいたし、選択肢がいろいろあるのはいいことだと思うよ <>
列島縦断名無しさん<>sage<>2009/05/08(金) 09:20:36 ID:PvjyuyTJ0<> ですよねえ <>
列島縦断名無しさん<>sage<>2009/05/08(金) 12:02:25 ID:WmFQuEwBO<> なんだ意外と必要とされてたのか <br> 次スレは立たないと思ってたぜ <>
列島縦断名無しさん<>sage<>2009/05/08(金) 16:19:27 ID:PvjyuyTJ0<> shiroroﾀｿが何かやってる。繋がんない。 <br> VIPは規制中。shiroroﾀｿはメンテ・・・俺は一人ぽっち <>
