1<>以下名無しにかわってVIPがお送りします<><>2006/05/31(水) 20:24:44<>祇園祭はなんとしてでもヴィっぺｒが活躍したい<>オフ会のアイデアを書き連ねるスレ<>ZDbkMcN6
2<>以下名無しにかわってVIPがお送りします<><>2006/05/31(水) 20:36:50<>ここでしつこく「清水の舞台でハルヒ」オフ<><>S7R4f2v6
3<>以下名無しにかわってVIPがお送りします<>sage<>2006/05/31(水) 20:40:47<>なんか次何かするなら観客の人にPRしたいな<br>お手製VIPポケットティッシュとかアンケート＆うまい棒とかで<br>こういうのって許可取らなきゃだめだっけ？<><>QexsbjUU
4<>以下名無しにかわってVIPがお送りします<><>2006/05/31(水) 20:44:59<>京都駅地下の巨大パフェ食べに行ｷﾀｽ。<><>6VaewaU6
5<>以下名無しにかわってVIPがお送りします<><>2006/05/31(水) 20:46:12<><a href="/bbs/read.cgi/computer/30117/1149074684/4" target="_blank">&gt;&gt;4</a><br>ｋｗｓｋ<><>p1dgPOZs
6<>以下名無しにかわってVIPがお送りします<><>2006/05/31(水) 20:49:13<>ポルタだっけ？<><>QexsbjUU
7<>以下名無しにかわってVIPがお送りします<><>2006/05/31(水) 21:13:14<>京都駅　ポルタ　ディーズハウス<br>http://handclap.abgo.jp/article/13e2a17e7cdeb0cfca0fac1063dcea50.htm<br>&gt;ジャンボパフェ(2600円)<br><br>京都駅　近鉄レストラン街　ジェーン<br>http://r.gnavi.co.jp/k520807/menu3.htm<br>ジャンボパフェ 高さ60cm アイスクリーム4リットル！ 5,000円<br><br>立命館大学　衣笠　カフェゆんげ<br>http://www.kyoto-hiroba.com/otabe/<br>&gt;中でも一押しは、1500円、3800円、7000円の3種類ある巨大パフェ。<br><br>立大の7,000円がやばそうな悪寒ｗｗｗ<><>BYXX7Wp6
8<>以下名無しにかわってVIPがお送りします<><>2006/05/31(水) 21:17:46<>いっきゅうさんの金閣寺とかアリ？<><>HZG0Yga2
9<>以下名無しにかわってVIPがお送りします<><>2006/05/31(水) 21:36:55<><a href="/bbs/read.cgi/computer/30117/1149074684/7" target="_blank">&gt;&gt;7</a><br>行きてぇｗｗｗｗｗｗｗｗ<br><br><a href="/bbs/read.cgi/computer/30117/1149074684/8" target="_blank">&gt;&gt;8</a><br>ｋｗｓｋ<><>MP/44ZOU
10<>以下名無しにかわってVIPがお送りします<><>2006/05/31(水) 21:38:44<>パフェ食べに行きたい<><>4MwJ1DqI
11<>以下名無しにかわってVIPがお送りします<><>2006/05/31(水) 21:53:36<>7,000円パフェ、リンク先では30人で15分かかったとあるが、<br>少人数でチャレンジするか？ｗｗｗｗｗｗｗｗｗ<><>BYXX7Wp6
12<>以下名無しにかわってVIPがお送りします<><>2006/05/31(水) 22:25:00<><a href="/bbs/read.cgi/computer/30117/1149074684/11" target="_blank">&gt;&gt;11</a><br>乗った<><>/xOjhHMA
13<>以下名無しにかわってVIPがお送りします<><>2006/05/31(水) 22:28:57<><a href="/bbs/read.cgi/computer/30117/1149074684/11" target="_blank">&gt;&gt;11</a><br>乗った<><>/xOjhHMA
14<>以下名無しにかわってVIPがお送りします<><>2006/05/31(水) 22:30:15<>二人分食べるのかｗｗｗ<><>QexsbjUU
15<>以下名無しにかわってVIPがお送りします<><>2006/05/31(水) 22:31:56<><a href="/bbs/read.cgi/computer/30117/1149074684/12-13" target="_blank">&gt;&gt;12-13</a><br>がんばってください＞＜<><>ELdBZCC6
16<>以下名無しにかわってVIPがお送りします<><>2006/05/31(水) 22:36:46<>１日体験陶芸教室行きたすｗ<><>6xcrMGDI
17<>以下名無しにかわってVIPがお送りします<><>2006/05/31(水) 22:44:13<><a href="/bbs/read.cgi/computer/30117/1149074684/11" target="_blank">&gt;&gt;11</a><br>日によっては参加する<><>6Mu10/7M
18<>以下名無しにかわってVIPがお送りします<><>2006/05/31(水) 23:13:20<><a href="/bbs/read.cgi/computer/30117/1149074684/12" target="_blank">&gt;&gt;12</a><a href="/bbs/read.cgi/computer/30117/1149074684/13" target="_blank">&gt;&gt;13</a><a href="/bbs/read.cgi/computer/30117/1149074684/17" target="_blank">&gt;&gt;17</a><br>提案しておいて悪いけど、忙しいからやれるかどうか判らない。<br>大学内だから土日は休みやしね。<br>12日以降、月曜以外の夕方ならなんとか…<br>あと幹事経験ないんで、だれかやってくれるとありがたいです＞＜<><>BYXX7Wp6
19<>以下名無しにかわってVIPがお送りします<>sage<>2006/05/31(水) 23:37:55<>幹事のやること<br>・http://xxne.jpなどで携帯用ﾌﾘｰﾒｰﾙを取得<br>・日どりや時間帯、集合地を調整しつつﾌﾘｰﾒｰﾙ晒して告知<br>・マピオンなどで集合地点の地図URLを抑えておく<br>・当日みんなの集合確認／誘導<br>・実況／途中合流希望へ対応／うｐ／解散報告<br><br>　こんなとこ？意外に多いな<><>QexsbjUU
20<>以下名無しにかわってVIPがお送りします<><>2006/05/31(水) 23:48:42<>オフのクォリティーは幹事のクォリティーとイコールだもんな<><>ZDbkMcN6
21<>以下名無しにかわってVIPがお送りします<><>2006/06/01(木) 02:23:04<>チョコフォンデュ向井<><>7WDAUey6
22<>以下名無しにかわってVIPがお送りします<><>2006/06/01(木) 09:01:58<>パフェオフ言い出しっぺの<a href="/bbs/read.cgi/computer/30117/1149074684/4" target="_blank">&gt;&gt;4</a>ですけど、まさかこんなに反応されるとは思ってなかったです…。<br><br>学校が鬼のように忙しいので、帰りに寄れる京都駅地下パフェを食べたい感じです。立大パフェも興味深いんですが。このスレの皆さん的にはどちらがよろしいですか？<br><br><br><br>といっても幹事なんてできないんですけど…。<><>6vj8qRc2
23<>以下名無しにかわってVIPがお送りします<><>2006/06/01(木) 11:43:13<>企画的には7000円もする巨大パフェを食べたいケド<br>利便性を考えると京都駅かなぁ<br><br>まぁおれは大学からバス一本で衣笠に行けるわけだがｗ<><>S1Qu0tHs
24<>以下名無しにかわってVIPがお送りします<><>2006/06/01(木) 13:18:56<>そういえば京都駅地下のパフェ完食したら写真撮ってもらえたはず。ｸｵﾘﾃｨ高められるかも…？<><>4TkQUgm6
25<>以下名無しにかわってVIPがお送りします<><>2006/06/01(木) 13:19:59<>滋賀の大学かｗ<><>N/rdoBwk
26<>以下名無しにかわってVIPがお送りします<><>2006/06/01(木) 15:44:20<>バス一本で衣笠に行ける大学――<br>知ってる大学でも６個あった…特定ｽﾙﾅﾖ('A`)<><>S1Qu0tHs
27<>以下名無しにかわってVIPがお送りします<><>2006/06/01(木) 21:18:40<>・パフェ<br>・チョコフォンデュ向井<br>・祇園祭<br>・清水ハルヒ<br><br>くらいかお<><>J0U/TelA
28<>以下名無しにかわってVIPがお送りします<><>2006/06/01(木) 21:24:04<>バス一本がパズー本に見えた　俺はもうだめかもしれない<br>ザリガニは消滅か？<><>N/rdoBwk
29<>以下名無しにかわってVIPがお送りします<><>2006/06/01(木) 21:26:16<>ザリガニは実行決定してるからあえて書かなかったお<br>実行決定したオフようのスレいるな<br>立ててきますね＾＾<><>2RK9/2bU
30<>以下名無しにかわってVIPがお送りします<><>2006/06/02(金) 19:09:38<>ザリガニはやっぱ消えたのかな<br>明日だったよな？<><>jXh/9KFI
31<>以下名無しにかわってVIPがお送りします<><>2006/06/02(金) 21:45:00<><a href="/bbs/read.cgi/computer/30117/1149074684/30" target="_blank">&gt;&gt;30</a><br>なのかねぇ<><>abB.b7jM
32<>以下名無しにかわってVIPがお送りします<><>2006/06/03(土) 21:22:13<>ゆんげのは見た目たいしたことなかった気がするけど量ｵｵｽ<br><br>と、立命生が空気読まずにレス<><>8DtqFivg
33<>以下名無しにかわってVIPがお送りします<><>2006/06/03(土) 21:24:31<>ちょｗｗｗ立命生ｗｗｗｗ<><>SNn5rWAY
34<>以下名無しにかわってVIPがお送りします<><>2006/06/03(土) 21:26:07<><a href="/bbs/read.cgi/computer/30117/1149074684/32" target="_blank">&gt;&gt;32</a><br>ゆんげ？<><>W/1XHvaY
35<>以下名無しにかわってVIPがお送りします<><>2006/06/03(土) 21:27:39<>あ、ゆんげってのは<a href="/bbs/read.cgi/computer/30117/1149074684/7" target="_blank">&gt;&gt;7</a>にもあるけどカフェね<><>8DtqFivg
36<>以下名無しにかわってVIPがお送りします<><>2006/06/03(土) 21:29:31<><a href="/bbs/read.cgi/computer/30117/1149074684/35" target="_blank">&gt;&gt;35</a><br>つれてってくれｗｗｗｗｗｗｗ<><>W/1XHvaY
37<>以下名無しにかわってVIPがお送りします<><>2006/06/03(土) 21:44:55<>地図書いたから頑張って行ってくれ<br>ttp://up2.viploader.net/pic/src/viploader177903.jpg<><>8DtqFivg
38<>以下名無しにかわってVIPがお送りします<><>2006/06/03(土) 22:10:26<>また、メダルオフが物凄くしたいな(´・ω・`)<><>IhfhqErY
39<>以下名無しにかわってVIPがお送りします<><>2006/06/03(土) 22:18:07<>わかりやすいなｗｗｗｗｗｗｗ<><>SNn5rWAY
40<>以下名無しにかわってVIPがお送りします<><>2006/06/04(日) 16:23:27<>清掃ｵﾌの許可申請とかに詳しい人は居ないのかな<><>ohOLtoLg
41<>以下名無しにかわってVIPがお送りします<><>2006/06/04(日) 16:25:53<>パフェ食いTEEEEEEEEEEEEEEEE<><>tqvEyhfg
42<>以下名無しにかわってVIPがお送りします<><>2006/06/04(日) 16:33:23<><a href="/bbs/read.cgi/computer/30117/1149074684/40" target="_blank">&gt;&gt;40</a><br>市役所が一番手っ取り早い？とｵﾓ<br>仲介してもらうんなら市の社会福祉協議会。<br>どちらにせよVIPをどう説明するかだｗｗｗｗｗｗｗｗｗ友人の集まりで通るとは思うがｗ<><>MEMs30D2
43<>以下名無しにかわってVIPがお送りします<><>2006/06/04(日) 16:35:21<>内藤地平会とかそんな会名ならそれっぽくね？？？？<><>ohOLtoLg
44<>以下名無しにかわってVIPがお送りします<><>2006/06/04(日) 16:39:25<>年寄りの集まりっぽいなｗｗｗｗｗｗｗｗｗ<><>UU1GgwEQ
45<>以下名無しにかわってVIPがお送りします<><>2006/06/04(日) 16:43:46<>今年の１７日はラッキーマンデーで祝日だから、<br>やるなら宵山か宵々山にしないか？<br>それともあえて１７日？<><>5pQ9M.kM
46<>以下名無しにかわってVIPがお送りします<><>2006/06/04(日) 16:46:25<>その辺だと門限厳しい子も居そうだな<br>悩み所<><>ohOLtoLg
47<>以下名無しにかわってVIPがお送りします<><>2006/06/04(日) 17:18:09<>他力本願だけど祇園祭清掃オフの幹事だれかやってくれんかな(´・ω・｀)<br>オフ１回しか行ったことないし自分には幹事なんて無理だorz<><>DcCDF3H.
48<>以下名無しにかわってVIPがお送りします<><>2006/06/04(日) 17:26:44<>清掃オフって宵山が終わった後にするんでしょ？( ﾟ∀ﾟ)<><>tVOBv/oo
49<>以下名無しにかわってVIPがお送りします<><>2006/06/04(日) 17:51:37<><a href="/bbs/read.cgi/computer/30117/1149074684/48" target="_blank">&gt;&gt;48</a><br>それが大きな争点なんだ<><>U.A6euio
50<>以下名無しにかわってVIPがお送りします<><>2006/06/04(日) 18:02:16<>清掃オフはもちろん猫耳タキシードとか標準装備だよな？<><>JpGNOhrw
51<>以下名無しにかわってVIPがお送りします<><>2006/06/04(日) 18:14:01<>オイラ的には普通に京都市の為に清掃したいとおまってるお(｀･ω･´)<br>昼間だったら周り人迷惑かけないかお(´･ω･｀)<><>l0XjW3rU
52<>以下名無しにかわってVIPがお送りします<><>2006/06/04(日) 18:18:33<>確かに終わった後の方が清掃はし易い<><>ohOLtoLg
53<>以下名無しにかわってVIPがお送りします<><>2006/06/04(日) 18:28:21<>祇園祭いつ？<><>Z0gl9Yj.
54<>以下名無しにかわってVIPがお送りします<><>2006/06/04(日) 20:04:43<>7/15・16が宵山・宵々山　7/17が山鉾巡行だお<><>HB7JR3Gw
55<>以下名無しにかわってVIPがお送りします<><>2006/06/05(月) 00:37:04<>サンクス！彼女といってくるお＾＾<><>sKj/plDs
56<>以下名無しにかわってVIPがお送りします<><>2006/06/05(月) 01:29:55<>唐突だけど食べ物オフやりたいなぁ。<br><br>アローンかモナミのオムライス大、番鳥の中華丼大+野菜スープ、久留味のセミジャンボ。<><>BwPVqtKc
57<>以下名無しにかわってVIPがお送りします<><>2006/06/05(月) 01:34:22<>全部地獄の量ジャマイカｗｗｗｗ<br>ジャンボのお好み焼きが軽く見えるくらいのｗｗｗｗｗ<><>79cRZZIw
58<>以下名無しにかわってVIPがお送りします<>sage<>2006/06/05(月) 01:37:33<>上に出てるパフェの幹事やろうという人は出てこないのか！？<><>qeNJWniU
59<>以下名無しにかわってVIPがお送りします<>sage<>2006/06/05(月) 01:52:05<>正直、男同士でパフェを貪るのはどうかとｗｗｗ<><>B1/HBQGc
60<>以下名無しにかわってVIPがお送りします<><>2006/06/05(月) 02:14:18<><a href="/bbs/read.cgi/computer/30117/1149074684/57" target="_blank">&gt;&gt;57</a><br>ジャンボは｢腹減ってるからガッツリ食べたい｣ってくらいの量だもの(´・ω・｀)<br>何かもう、食は戦いだってレベルのがオフとしては適切かと。<br><br>ただ、店側の迷惑考えると少数精鋭で行った方が良いよね。<br>もしくは複数人前提のパフェとか。<><>BwPVqtKc
61<>以下名無しにかわってVIPがお送りします<><>2006/06/05(月) 05:39:23<><a href="/bbs/read.cgi/computer/30117/1149074684/56" target="_blank">&gt;&gt;56</a><br>番鳥って一文字だよな？バンなら天津飯大食った大馬鹿がここにｗｗｗ<><>GTqLD9IM
62<>以下名無しにかわってVIPがお送りします<><>2006/06/05(月) 11:47:30<>清掃ボランティアについて調べてみたんだが、<br>清掃器具やゴミ袋や回収ゴミについて支援してくれるらしい。<br>京都市は、どうも団体名を登録しないといけないらしく、<br>１回こっきりのボランティアに許可をくれるのか微妙(´・ω・｀)<br>ちょっとググっただけなので間違ってるかも。<br>電話してみようか？<><>O3ZNCTfM
63<>以下名無しにかわってVIPがお送りします<><>2006/06/05(月) 12:10:47<>支援があるのは良いね(｀･ω･´)<br>「1回こっきりのボランティア」より、<br>このコミュニティー（＝掲示板）を継続的な団体として、<br>適当な名前で登録するのはどうかお？（ ＾ω＾）<><>Sfxkqg/s
64<>以下名無しにかわってVIPがお送りします<><>2006/06/05(月) 12:52:15<>やはり内藤地平会か<><>VFVW22/M
65<>以下名無しにかわってVIPがお送りします<><>2006/06/05(月) 12:55:19<>北此武運会<><>3cKW9Jos
66<>以下名無しにかわってVIPがお送りします<><>2006/06/05(月) 13:00:02<>両方戦前みたいだなｗｗｗｗｗｗ<br><br><a href="/bbs/read.cgi/computer/30117/1149074684/62" target="_blank">&gt;&gt;62</a><br>ざっと見てみたんだが問い合わせ先が分からん<br>できたら問い合わせてくれると嬉しい＾＾<><>VFVW22/M
67<>以下名無しにかわってVIPがお送りします<><>2006/06/05(月) 22:03:14<>オフアイデア！！<br>【平安京双六 for VIPPER】<br>らくらぶあまり見ないからうろ覚えなので、勝手にルール作ってみた。<br>チームに分かれて、四条烏丸から京都タワー(烏丸塩小路)を目指してもらいます。<br>サイコロを２回ふり、<br>１回目の目は進む交差点の数、<br>２回目の目は、1:北,2:南,3:東,4:西,<br>　　　　　　　5:ゴールに近づく北か南,6:ゴールに近づく東か西<br>で、ゴールに近づきやすいルールにしてみました。<br>たどり着いた交差点周辺でクオリティー高い物を探しうｐ。<br>無ければ一般人を巻き込んで何かうｐ。<br>最後に着いたチームが負け、としたいけど多分たどり着けない。<br>何度もオフしてゴールを目指してください。<br><br>ゴールはピッタリ烏丸塩小路じゃなくてもＯＫ。<br>通過してしまうサイコロの目が出ても、<br>烏丸塩小路に来た時点でゴールと見なします。<br><br>把握しにくいので２チーム程度で良いと思う。<br>あと、だらだら続けるとｇｄｇｄになるおｗｗｗｗｗｗｗｗｗ<br>何か意見くれお（　＾ω＾）<><>qeNJWniU
68<>以下名無しにかわってVIPがお送りします<>sage<>2006/06/05(月) 22:06:10<><a href="/bbs/read.cgi/computer/30117/1149074684/67" target="_blank">&gt;&gt;67</a><br>すごくいい！！！！！111<br>かなりやってみたいおｗｗｗ　ｗｋｔｋ<><>Y6Ow3giE
69<>以下名無しにかわってVIPがお送りします<><>2006/06/05(月) 22:12:04<>今見直したら言葉足らずが多いなぁ(´･ω･`)<br>補足だけど、サイコロ2回目の5,6で、<br>どっちにいっても遠ざかる場合でも、どちらかに行ってもらいます。<br><a href="/bbs/read.cgi/computer/30117/1149074684/68" target="_blank">&gt;&gt;68</a><br>ありがとうなんだぜ。<br>ただ、これ時間掛かるから朝からやる事になるのかなｗｗｗ<><>qeNJWniU
70<>以下名無しにかわってVIPがお送りします<><>2006/06/05(月) 22:18:40<><a href="/bbs/read.cgi/computer/30117/1149074684/67" target="_blank">&gt;&gt;67</a><br>これにはｗｋｔｋせざるを得ない<><>Pgoqcsng
71<>以下名無しにかわってVIPがお送りします<><>2006/06/06(火) 01:09:20<><a href="/bbs/read.cgi/computer/30117/1149074684/67" target="_blank">&gt;&gt;67</a><br>小さい通りもカウントするの？<br>それだとあんまり多いから<br>片側１車線で２車線の通り、<br>とかに限定した方がよくね？<br>短過ぎる可能性が出て来るかな<><>1Gd7RVIs
72<>以下名無しにかわってVIPがお送りします<><>2006/06/06(火) 01:40:30<>あるスレのパクリなんだが<br><br><br>書き込みの秒数末尾で進むの決めるとかあったんだけど<br>携帯じゃ見れないからROMってる人が報告って形で<br>みんなで盛り上がってる感じしてた<br>でも、どうやらこの板はPCと携帯で表示されるのが一緒だからなー<br>この方法じゃ無理みたいですね(´・ω・｀)<><>vIctzmeE
73<>人口密度1万人/k&#13217;<><>2006/06/06(火) 01:55:56<>やあ、来たよ。<><>awN05q0.
74<>以下名無しにかわってVIPがお送りします<><>2006/06/06(火) 02:22:43<><a href="/bbs/read.cgi/computer/30117/1149074684/71" target="_blank">&gt;&gt;71</a><br>時間が掛かりすぎないように、<br>　1枚地図を用意して、設定した範囲を超えない域で移動、<br>　（御池、河原町、塩小路、堀川に囲まれたエリアを予定）<br>　五条以北は通り名の歌にある道のみを使い、<br>　五条以南はバランスを考えて使う道を限定する、<br>というのを考えてます。<br>それでも時間掛かるだろうな。予想付かない('A`)<br><a href="/bbs/read.cgi/computer/30117/1149074684/72" target="_blank">&gt;&gt;72</a><br>ROMを巻き込むのは良いねｗｗｗ<br>ちょっと思いつきだけど、参加者の位置が判りやすいように、<br>随時WEB上の地図にプロットしてくれる人がいたら良いな(｀･ω･´)<br>携帯で見られる大きさにして、相手チームの場所も把握できるような。<br>あと、方角決めるサイコロで、５を一番近くなる方角にして、<br>６が出たら安価で決めるというのもアリかな。<br>ちょっとオラｗｋｔｋしてきたぞ。スレ建てた方が良いかな。<><>gCn4hN8U
75<>以下名無しにかわってVIPがお送りします<><>2006/06/06(火) 02:27:04<><a href="/bbs/read.cgi/computer/30117/1149074684/74" target="_blank">&gt;&gt;74</a><br>熱入ってる内に立ててまえーｗｗｗｗ<><>vIctzmeE
76<>以下名無しにかわってVIPがお送りします<><>2006/06/06(火) 03:16:14<><a href="/bbs/read.cgi/computer/30117/1149074684/75" target="_blank">&gt;&gt;75</a><br>把握したｗｗｗｗｗｗｗｗｗ<br>地図考えてたら１時間経ってるｗｗｗ<><>gCn4hN8U
